date,month,place_name,round,race_id,morning_rank,post_rate_pct,rule,buy,points,stake_yen,payback_yen,payout_yen,trifecta,hit,is_manshu,is_over5000,heads,axes,keshi,tickets,checks
2024-06-24,2024-06,鳴門,2,2024-06-241402,7,33.72,skip_rate_ng,0,0,0,0,4460,235,0,0,0,,,,,展示後38%未満:NG(33.72%)
2024-06-24,2024-06,児島,1,2024-06-241601,8,30.14,skip_rate_ng,0,0,0,0,1600,123,0,0,0,,,,,展示後38%未満:NG(30.14%)
2024-06-24,2024-06,蒲郡,2,2024-06-240702,9,30.51,skip_rate_ng,0,0,0,0,3050,461,0,0,0,,,,,展示後38%未満:NG(30.51%)
2024-06-24,2024-06,徳山,5,2024-06-241805,10,17.62,skip_missing_exhibition,0,0,0,0,2290,213,0,0,0,,,,,展示/1周6艇未満
2024-06-25,2024-06,児島,2,2024-06-251602,1,30.02,skip_rate_ng,0,0,0,0,1530,342,0,0,0,,,,,展示後38%未満:NG(30.02%)
2024-06-25,2024-06,下関,3,2024-06-251903,2,21.97,skip_rate_ng,0,0,0,0,23820,563,0,1,1,,,,,展示後38%未満:NG(21.97%)
2024-06-25,2024-06,福岡,2,2024-06-252202,3,23.82,skip_rate_ng,0,0,0,0,11970,214,0,1,1,,,,,展示後38%未満:NG(23.82%)
2024-06-25,2024-06,常滑,2,2024-06-250802,4,31.53,skip_rate_ng,0,0,0,0,14850,451,0,1,1,,,,,展示後38%未満:NG(31.53%)
2024-06-25,2024-06,びわこ,3,2024-06-251103,5,16.4,skip_rate_ng,0,0,0,0,2550,354,0,0,0,,,,,展示後38%未満:NG(16.40%)
2024-06-25,2024-06,鳴門,11,2024-06-251411,6,28.42,skip_rate_ng,0,0,0,0,1860,215,0,0,0,,,,,展示後38%未満:NG(28.42%)
2024-06-25,2024-06,児島,8,2024-06-251608,7,19.39,skip_rate_ng,0,0,0,0,1880,213,0,0,0,,,,,展示後38%未満:NG(19.39%)
2024-06-25,2024-06,びわこ,2,2024-06-251102,8,28.62,skip_rate_ng,0,0,0,0,9280,421,0,0,1,,,,,展示後38%未満:NG(28.62%)
2024-06-25,2024-06,江戸川,7,2024-06-250307,9,21.42,skip_missing_exhibition,0,0,0,0,1620,321,0,0,0,,,,,展示/1周6艇未満
2024-06-25,2024-06,蒲郡,4,2024-06-250704,10,24.43,skip_rate_ng,0,0,0,0,2730,143,0,0,0,,,,,展示後38%未満:NG(24.43%)
2024-06-26,2024-06,桐生,5,2024-06-260105,1,32.94,skip_missing_exhibition,0,0,0,0,3610,246,0,0,0,,,,,展示/1周6艇未満
2024-06-26,2024-06,丸亀,2,2024-06-261502,2,29.54,skip_rate_ng,0,0,0,0,5600,453,0,0,1,,,,,展示後38%未満:NG(29.54%)
2024-06-26,2024-06,福岡,10,2024-06-262210,3,22.06,skip_rate_ng,0,0,0,0,6320,314,0,0,1,,,,,展示後38%未満:NG(22.06%)
2024-06-26,2024-06,児島,2,2024-06-261602,4,29.41,skip_rate_ng,0,0,0,0,1680,326,0,0,0,,,,,展示後38%未満:NG(29.41%)
2024-06-26,2024-06,桐生,4,2024-06-260104,5,29.44,skip_missing_exhibition,0,0,0,0,30210,512,0,1,1,,,,,展示/1周6艇未満
2024-06-26,2024-06,常滑,3,2024-06-260803,6,29.74,skip_rate_ng,0,0,0,0,2200,451,0,0,0,,,,,展示後38%未満:NG(29.74%)
2024-06-26,2024-06,福岡,5,2024-06-262205,7,28.94,skip_rate_ng,0,0,0,0,5310,325,0,0,1,,,,,展示後38%未満:NG(28.94%)
2024-06-26,2024-06,江戸川,3,2024-06-260303,8,40.0,skip_missing_exhibition,0,0,0,0,11820,263,0,1,1,,,,,展示/1周6艇未満
2024-06-26,2024-06,びわこ,1,2024-06-261101,9,29.4,skip_rate_ng,0,0,0,0,840,123,0,0,0,,,,,展示後38%未満:NG(29.40%)
2024-06-26,2024-06,常滑,4,2024-06-260804,10,31.6,skip_rate_ng,0,0,0,0,4160,234,0,0,0,,,,,展示後38%未満:NG(31.60%)
2024-06-27,2024-06,津,4,2024-06-270904,1,32.24,skip_missing_exhibition,0,0,0,0,9380,541,0,0,1,,,,,展示/1周6艇未満
2024-06-27,2024-06,戸田,3,2024-06-270203,2,35.73,skip_rate_ng,0,0,0,0,2790,263,0,0,0,,,,,展示後38%未満:NG(35.73%)
2024-06-27,2024-06,戸田,4,2024-06-270204,3,30.44,skip_rate_ng,0,0,0,0,3400,132,0,0,0,,,,,展示後38%未満:NG(30.44%)
2024-06-27,2024-06,江戸川,4,2024-06-270304,4,30.64,skip_missing_exhibition,0,0,0,0,1630,132,0,0,0,,,,,展示/1周6艇未満
2024-06-27,2024-06,江戸川,5,2024-06-270305,5,31.04,skip_missing_exhibition,0,0,0,0,3840,326,0,0,0,,,,,展示/1周6艇未満
2024-06-27,2024-06,三国,9,2024-06-271009,6,35.0,skip_rate_ng,0,0,0,0,5420,136,0,0,1,,,,,展示後38%未満:NG(35.00%)
2024-06-27,2024-06,津,6,2024-06-270906,7,30.74,skip_missing_exhibition,0,0,0,0,7320,156,0,0,1,,,,,展示/1周6艇未満
2024-06-27,2024-06,三国,10,2024-06-271010,8,30.39,skip_rate_ng,0,0,0,0,2020,213,0,0,0,,,,,展示後38%未満:NG(30.39%)
2024-06-27,2024-06,丸亀,5,2024-06-271505,9,30.12,skip_rate_ng,0,0,0,0,3780,431,0,0,0,,,,,展示後38%未満:NG(30.12%)
2024-06-27,2024-06,桐生,4,2024-06-270104,10,32.64,skip_missing_exhibition,0,0,0,0,33580,412,0,1,1,,,,,展示/1周6艇未満
2024-06-28,2024-06,桐生,3,2024-06-280103,1,31.44,skip_missing_exhibition,0,0,0,0,2220,214,0,0,0,,,,,展示/1周6艇未満
2024-06-28,2024-06,戸田,6,2024-06-280206,2,40.0,core,1,12,1200,0,5260,465,0,0,1,"5,2","3,4",1.0,235 236 523 524 532 534 536 542 543 546 563 564,展示後40%以上:OK(40.00%)
2024-06-28,2024-06,江戸川,2,2024-06-280302,3,40.0,skip_missing_exhibition,0,0,0,0,13650,163,0,1,1,,,,,展示/1周6艇未満
2024-06-28,2024-06,江戸川,5,2024-06-280305,4,32.94,skip_missing_exhibition,0,0,0,0,11300,164,0,1,1,,,,,展示/1周6艇未満
2024-06-28,2024-06,若松,3,2024-06-282003,5,32.91,skip_rate_ng,0,0,0,0,7270,235,0,0,1,,,,,展示後38%未満:NG(32.91%)
2024-06-28,2024-06,唐津,8,2024-06-282308,6,32.85,skip_rate_ng,0,0,0,0,9200,234,0,0,1,,,,,展示後38%未満:NG(32.85%)
2024-06-28,2024-06,桐生,1,2024-06-280101,7,32.14,skip_missing_exhibition,0,0,0,0,5930,312,0,0,1,,,,,展示/1周6艇未満
2024-06-28,2024-06,唐津,4,2024-06-282304,8,25.09,skip_rate_ng,0,0,0,0,1830,124,0,0,0,,,,,展示後38%未満:NG(25.09%)
2024-06-28,2024-06,三国,9,2024-06-281009,9,38.47,skip_subcore_conditions_ng,0,0,0,0,14380,364,0,1,1,,,,,"展示後38〜39.9%:OK(38.47%) / 1号艇危険:OK / 1AI予測24.8% / 1逃げ11.5% / 1逃げ失敗69.2% / 1展示+周平均との差-0.35 / 外頭2艇の2番手まで強い:OK(頭4,3,下限38.2) / 5/6絡み:NG / 内軸残り:NG(軸1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-06-28,2024-06,若松,1,2024-06-282001,10,26.84,skip_rate_ng,0,0,0,0,940,123,0,0,0,,,,,展示後38%未満:NG(26.84%)
2024-06-29,2024-06,津,6,2024-06-290906,1,32.64,skip_missing_exhibition,0,0,0,0,11120,215,0,1,1,,,,,展示/1周6艇未満
2024-06-29,2024-06,丸亀,1,2024-06-291501,2,38.9,skip_subcore_conditions_ng,0,0,0,0,11170,143,0,1,1,,,,,"展示後38〜39.9%:OK(38.90%) / 1号艇危険:OK / 1AI予測20.1% / 1逃げ0.0% / 1逃げ失敗75.0% / 1展示+周平均との差0.11 / 外頭2艇の2番手まで強い:OK(頭6,3,下限31.9) / 5/6絡み:OK / 内軸残り:NG(軸2) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-06-29,2024-06,多摩川,4,2024-06-290504,3,32.91,skip_rate_ng,0,0,0,0,2970,523,0,0,0,,,,,展示後38%未満:NG(32.91%)
2024-06-29,2024-06,唐津,8,2024-06-292308,4,32.91,skip_rate_ng,0,0,0,0,10200,643,0,1,1,,,,,展示後38%未満:NG(32.91%)
2024-06-29,2024-06,桐生,2,2024-06-290102,5,32.94,skip_missing_exhibition,0,0,0,0,2500,416,0,0,0,,,,,展示/1周6艇未満
2024-06-29,2024-06,徳山,9,2024-06-291809,6,32.94,skip_rate_ng,0,0,0,0,3500,123,0,0,0,,,,,展示後38%未満:NG(32.94%)
2024-06-29,2024-06,唐津,6,2024-06-292306,7,38.47,skip_subcore_conditions_ng,0,0,0,0,12070,261,0,1,1,,,,,"展示後38〜39.9%:OK(38.47%) / 1号艇危険:OK / 1AI予測25.4% / 1逃げ6.7% / 1逃げ失敗40.0% / 1展示+周平均との差-0.01 / 外頭2艇の2番手まで強い:NG(頭5,6,下限25.9) / 5/6絡み:OK / 内軸残り:NG(軸2) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-06-29,2024-06,丸亀,2,2024-06-291502,8,32.85,skip_rate_ng,0,0,0,0,7620,421,0,0,1,,,,,展示後38%未満:NG(32.85%)
2024-06-29,2024-06,三国,10,2024-06-291010,9,31.25,skip_rate_ng,0,0,0,0,6540,463,0,0,1,,,,,展示後38%未満:NG(31.25%)
2024-06-29,2024-06,戸田,2,2024-06-290202,10,28.14,skip_rate_ng,0,0,0,0,2760,143,0,0,0,,,,,展示後38%未満:NG(28.14%)
2024-06-30,2024-06,徳山,7,2024-06-301807,1,27.31,skip_rate_ng,0,0,0,0,2110,325,0,0,0,,,,,展示後38%未満:NG(27.31%)
2024-06-30,2024-06,宮島,6,2024-06-301706,2,29.44,skip_rate_ng,0,0,0,0,2260,246,0,0,0,,,,,展示後38%未満:NG(29.44%)
2024-06-30,2024-06,津,8,2024-06-300908,3,32.94,skip_missing_exhibition,0,0,0,0,2330,215,0,0,0,,,,,展示/1周6艇未満
2024-06-30,2024-06,桐生,1,2024-06-300101,4,31.64,skip_missing_exhibition,0,0,0,0,1280,314,0,0,0,,,,,展示/1周6艇未満
2024-06-30,2024-06,戸田,7,2024-06-300207,5,26.34,skip_rate_ng,0,0,0,0,3770,162,0,0,0,,,,,展示後38%未満:NG(26.34%)
2024-06-30,2024-06,徳山,11,2024-06-301811,6,26.94,skip_missing_exhibition,0,0,0,0,0,,0,0,0,,,,,展示/1周6艇未満
2024-06-30,2024-06,宮島,2,2024-06-301702,7,32.94,skip_rate_ng,0,0,0,0,33580,163,0,1,1,,,,,展示後38%未満:NG(32.94%)
2024-06-30,2024-06,浜名湖,7,2024-06-300607,8,27.31,skip_rate_ng,0,0,0,0,3580,345,0,0,0,,,,,展示後38%未満:NG(27.31%)
2024-06-30,2024-06,若松,3,2024-06-302003,9,29.24,skip_rate_ng,0,0,0,0,1250,612,0,0,0,,,,,展示後38%未満:NG(29.24%)
2024-06-30,2024-06,びわこ,2,2024-06-301102,10,21.67,skip_rate_ng,0,0,0,0,3780,314,0,0,0,,,,,展示後38%未満:NG(21.67%)
2024-07-01,2024-07,宮島,3,2024-07-011703,1,30.24,skip_missing_exhibition,0,0,0,0,30100,453,0,1,1,,,,,展示/1周6艇未満
2024-07-01,2024-07,丸亀,3,2024-07-011503,2,40.0,core,1,12,1200,0,7230,435,0,0,1,"6,4","4,3",5.0,436 463 613 614 623 624 631 632 634 641 642 643,展示後40%以上:OK(40.00%)
2024-07-01,2024-07,戸田,1,2024-07-010201,3,29.41,skip_rate_ng,0,0,0,0,79490,625,0,1,1,,,,,展示後38%未満:NG(29.41%)
2024-07-01,2024-07,浜名湖,7,2024-07-010607,4,38.47,skip_subcore_conditions_ng,0,0,0,0,3150,453,0,0,0,,,,,"展示後38〜39.9%:OK(38.47%) / 1号艇危険:OK / 1AI予測23.5% / 1逃げ21.7% / 1逃げ失敗56.5% / 1展示+周平均との差-0.05 / 外頭2艇の2番手まで強い:OK(頭3,4,下限33.3) / 5/6絡み:NG / 内軸残り:NG(軸1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-07-01,2024-07,多摩川,6,2024-07-010506,5,30.24,skip_rate_ng,0,0,0,0,41640,365,0,1,1,,,,,展示後38%未満:NG(30.24%)
2024-07-01,2024-07,鳴門,8,2024-07-011408,6,28.46,skip_rate_ng,0,0,0,0,3910,356,0,0,0,,,,,展示後38%未満:NG(28.46%)
2024-07-01,2024-07,多摩川,4,2024-07-010504,7,29.24,skip_rate_ng,0,0,0,0,31300,416,0,1,1,,,,,展示後38%未満:NG(29.24%)
2024-07-01,2024-07,津,7,2024-07-010907,8,29.04,skip_missing_exhibition,0,0,0,0,1730,163,0,0,0,,,,,展示/1周6艇未満
2024-07-01,2024-07,戸田,10,2024-07-010210,9,26.57,skip_rate_ng,0,0,0,0,970,125,0,0,0,,,,,展示後38%未満:NG(26.57%)
2024-07-01,2024-07,浜名湖,5,2024-07-010605,10,21.72,skip_rate_ng,0,0,0,0,13820,413,0,1,1,,,,,展示後38%未満:NG(21.72%)
2024-07-02,2024-07,宮島,10,2024-07-021710,1,28.29,skip_rate_ng,0,0,0,0,1700,315,0,0,0,,,,,展示後38%未満:NG(28.29%)
2024-07-02,2024-07,常滑,2,2024-07-020802,2,32.94,skip_rate_ng,0,0,0,0,6130,523,0,0,1,,,,,展示後38%未満:NG(32.94%)
2024-07-02,2024-07,江戸川,1,2024-07-020301,3,32.94,skip_missing_exhibition,0,0,0,0,8700,231,0,0,1,,,,,展示/1周6艇未満
2024-07-02,2024-07,江戸川,5,2024-07-020305,4,31.04,skip_missing_exhibition,0,0,0,0,3750,145,0,0,0,,,,,展示/1周6艇未満
2024-07-02,2024-07,福岡,4,2024-07-022204,5,32.91,skip_rate_ng,0,0,0,0,5600,321,0,0,1,,,,,展示後38%未満:NG(32.91%)
2024-07-02,2024-07,福岡,7,2024-07-022207,6,26.47,skip_rate_ng,0,0,0,0,1510,462,0,0,0,,,,,展示後38%未満:NG(26.47%)
2024-07-02,2024-07,住之江,3,2024-07-021203,7,24.45,skip_rate_ng,0,0,0,0,3920,423,0,0,0,,,,,展示後38%未満:NG(24.45%)
2024-07-02,2024-07,多摩川,4,2024-07-020504,8,38.9,skip_subcore_conditions_ng,0,0,0,0,14390,564,0,1,1,,,,,"展示後38〜39.9%:OK(38.90%) / 1号艇危険:OK / 1AI予測28.6% / 1逃げ27.0% / 1逃げ失敗48.6% / 1展示+周平均との差0.01 / 外頭2艇の2番手まで強い:OK(頭6,4,下限40.0) / 5/6絡み:OK / 内軸残り:NG(軸1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-07-02,2024-07,鳴門,7,2024-07-021407,9,32.67,skip_rate_ng,0,0,0,0,8640,341,0,0,1,,,,,展示後38%未満:NG(32.67%)
2024-07-02,2024-07,浜名湖,10,2024-07-020610,10,24.8,skip_rate_ng,0,0,0,0,2070,132,0,0,0,,,,,展示後38%未満:NG(24.80%)
2024-07-03,2024-07,江戸川,1,2024-07-030301,1,32.94,skip_missing_exhibition,0,0,0,0,4020,153,0,0,0,,,,,展示/1周6艇未満
2024-07-03,2024-07,蒲郡,1,2024-07-030701,2,28.54,skip_rate_ng,0,0,0,0,8610,146,0,0,1,,,,,展示後38%未満:NG(28.54%)
2024-07-03,2024-07,鳴門,6,2024-07-031406,3,24.74,skip_rate_ng,0,0,0,0,1630,251,0,0,0,,,,,展示後38%未満:NG(24.74%)
2024-07-03,2024-07,江戸川,5,2024-07-030305,4,32.94,skip_missing_exhibition,0,0,0,0,7970,421,0,0,1,,,,,展示/1周6艇未満
2024-07-03,2024-07,鳴門,5,2024-07-031405,5,32.85,skip_rate_ng,0,0,0,0,9310,456,0,0,1,,,,,展示後38%未満:NG(32.85%)
2024-07-03,2024-07,多摩川,7,2024-07-030507,6,27.53,skip_rate_ng,0,0,0,0,4870,135,0,0,0,,,,,展示後38%未満:NG(27.53%)
2024-07-03,2024-07,芦屋,10,2024-07-032110,7,28.37,skip_rate_ng,0,0,0,0,1260,341,0,0,0,,,,,展示後38%未満:NG(28.37%)
2024-07-03,2024-07,大村,7,2024-07-032407,8,31.24,skip_rate_ng,0,0,0,0,6120,142,0,0,1,,,,,展示後38%未満:NG(31.24%)
2024-07-03,2024-07,多摩川,10,2024-07-030510,9,25.44,skip_rate_ng,0,0,0,0,4430,152,0,0,0,,,,,展示後38%未満:NG(25.44%)
2024-07-03,2024-07,住之江,3,2024-07-031203,10,29.41,skip_rate_ng,0,0,0,0,2410,513,0,0,0,,,,,展示後38%未満:NG(29.41%)
2024-07-04,2024-07,江戸川,4,2024-07-040304,1,35.0,skip_missing_exhibition,0,0,0,0,2270,135,0,0,0,,,,,展示/1周6艇未満
2024-07-04,2024-07,福岡,3,2024-07-042203,2,28.94,skip_rate_ng,0,0,0,0,6110,354,0,0,1,,,,,展示後38%未満:NG(28.94%)
2024-07-04,2024-07,宮島,10,2024-07-041710,3,30.74,skip_rate_ng,0,0,0,0,1060,214,0,0,0,,,,,展示後38%未満:NG(30.74%)
2024-07-04,2024-07,江戸川,5,2024-07-040305,4,32.94,skip_missing_exhibition,0,0,0,0,16990,153,0,1,1,,,,,展示/1周6艇未満
2024-07-04,2024-07,住之江,3,2024-07-041203,5,31.74,skip_rate_ng,0,0,0,0,24530,361,0,1,1,,,,,展示後38%未満:NG(31.74%)
2024-07-04,2024-07,住之江,4,2024-07-041204,6,29.54,skip_rate_ng,0,0,0,0,2300,346,0,0,0,,,,,展示後38%未満:NG(29.54%)
2024-07-04,2024-07,蒲郡,2,2024-07-040702,7,29.54,skip_rate_ng,0,0,0,0,2230,235,0,0,0,,,,,展示後38%未満:NG(29.54%)
2024-07-04,2024-07,浜名湖,6,2024-07-040606,8,27.64,skip_rate_ng,0,0,0,0,3080,134,0,0,0,,,,,展示後38%未満:NG(27.64%)
2024-07-04,2024-07,びわこ,3,2024-07-041103,9,27.57,skip_rate_ng,0,0,0,0,8070,356,0,0,1,,,,,展示後38%未満:NG(27.57%)
2024-07-04,2024-07,大村,7,2024-07-042407,10,30.74,skip_rate_ng,0,0,0,0,690,345,0,0,0,,,,,展示後38%未満:NG(30.74%)
2024-07-05,2024-07,江戸川,8,2024-07-050308,1,35.7,skip_missing_exhibition,0,0,0,0,5490,312,0,0,1,,,,,展示/1周6艇未満
2024-07-05,2024-07,鳴門,7,2024-07-051407,2,24.24,skip_rate_ng,0,0,0,0,1430,413,0,0,0,,,,,展示後38%未満:NG(24.24%)
2024-07-05,2024-07,唐津,9,2024-07-052309,3,32.91,skip_rate_ng,0,0,0,0,4730,521,0,0,0,,,,,展示後38%未満:NG(32.91%)
2024-07-05,2024-07,桐生,3,2024-07-050103,4,30.94,skip_missing_exhibition,0,0,0,0,2530,123,0,0,0,,,,,展示/1周6艇未満
2024-07-05,2024-07,びわこ,3,2024-07-051103,5,40.0,core,1,12,1200,0,8170,352,0,0,1,"3,5","1,6",4.0,315 316 326 351 356 361 362 365 513 516 561 562,展示後40%以上:OK(40.00%)
2024-07-05,2024-07,福岡,4,2024-07-052204,6,34.3,skip_rate_ng,0,0,0,0,3090,523,0,0,0,,,,,展示後38%未満:NG(34.30%)
2024-07-05,2024-07,福岡,6,2024-07-052206,7,29.27,skip_rate_ng,0,0,0,0,2420,341,0,0,0,,,,,展示後38%未満:NG(29.27%)
2024-07-05,2024-07,びわこ,2,2024-07-051102,8,36.7,skip_rate_ng,0,0,0,0,7510,165,0,0,1,,,,,展示後38%未満:NG(36.70%)
2024-07-05,2024-07,芦屋,6,2024-07-052106,9,26.55,skip_rate_ng,0,0,0,0,5380,436,0,0,1,,,,,展示後38%未満:NG(26.55%)
2024-07-05,2024-07,大村,10,2024-07-052410,10,34.58,skip_rate_ng,0,0,0,0,19140,421,0,1,1,,,,,展示後38%未満:NG(34.58%)
2024-07-06,2024-07,江戸川,7,2024-07-060307,1,32.94,skip_missing_exhibition,0,0,0,0,3830,512,0,0,0,,,,,展示/1周6艇未満
2024-07-06,2024-07,下関,7,2024-07-061907,2,28.25,skip_rate_ng,0,0,0,0,16260,215,0,1,1,,,,,展示後38%未満:NG(28.25%)
2024-07-06,2024-07,江戸川,6,2024-07-060306,3,33.04,skip_missing_exhibition,0,0,0,0,12570,162,0,1,1,,,,,展示/1周6艇未満
2024-07-06,2024-07,徳山,6,2024-07-061806,4,35.05,skip_rate_ng,0,0,0,0,3270,213,0,0,0,,,,,展示後38%未満:NG(35.05%)
2024-07-06,2024-07,桐生,1,2024-07-060101,5,32.24,skip_missing_exhibition,0,0,0,0,4190,125,0,0,0,,,,,展示/1周6艇未満
2024-07-06,2024-07,尼崎,2,2024-07-061302,6,35.73,skip_rate_ng,0,0,0,0,6130,153,0,0,1,,,,,展示後38%未満:NG(35.73%)
2024-07-06,2024-07,唐津,9,2024-07-062309,7,27.74,skip_rate_ng,0,0,0,0,1180,234,0,0,0,,,,,展示後38%未満:NG(27.74%)
2024-07-06,2024-07,尼崎,8,2024-07-061308,8,31.74,skip_rate_ng,0,0,0,0,950,234,0,0,0,,,,,展示後38%未満:NG(31.74%)
2024-07-06,2024-07,常滑,9,2024-07-060809,9,26.86,skip_rate_ng,0,0,0,0,2520,134,0,0,0,,,,,展示後38%未満:NG(26.86%)
2024-07-06,2024-07,福岡,4,2024-07-062204,10,30.11,skip_rate_ng,0,0,0,0,10610,312,0,1,1,,,,,展示後38%未満:NG(30.11%)
2024-07-07,2024-07,唐津,8,2024-07-072308,1,26.82,skip_rate_ng,0,0,0,0,1430,125,0,0,0,,,,,展示後38%未満:NG(26.82%)
2024-07-07,2024-07,尼崎,1,2024-07-071301,2,32.94,skip_rate_ng,0,0,0,0,6750,463,0,0,1,,,,,展示後38%未満:NG(32.94%)
2024-07-07,2024-07,唐津,5,2024-07-072305,3,32.91,skip_rate_ng,0,0,0,0,1910,145,0,0,0,,,,,展示後38%未満:NG(32.91%)
2024-07-07,2024-07,徳山,10,2024-07-071810,4,22.44,skip_rate_ng,0,0,0,0,15460,153,0,1,1,,,,,展示後38%未満:NG(22.44%)
2024-07-07,2024-07,江戸川,1,2024-07-070301,5,32.94,skip_missing_exhibition,0,0,0,0,6480,412,0,0,1,,,,,展示/1周6艇未満
2024-07-07,2024-07,江戸川,5,2024-07-070305,6,30.94,skip_missing_exhibition,0,0,0,0,5290,413,0,0,1,,,,,展示/1周6艇未満
2024-07-07,2024-07,びわこ,10,2024-07-071110,7,32.94,skip_rate_ng,0,0,0,0,1280,465,0,0,0,,,,,展示後38%未満:NG(32.94%)
2024-07-07,2024-07,芦屋,6,2024-07-072106,8,31.64,skip_rate_ng,0,0,0,0,3820,321,0,0,0,,,,,展示後38%未満:NG(31.64%)
2024-07-07,2024-07,下関,4,2024-07-071904,9,32.85,skip_rate_ng,0,0,0,0,3830,614,0,0,0,,,,,展示後38%未満:NG(32.85%)
2024-07-07,2024-07,びわこ,8,2024-07-071108,10,24.59,skip_rate_ng,0,0,0,0,9120,216,0,0,1,,,,,展示後38%未満:NG(24.59%)
2024-07-08,2024-07,戸田,3,2024-07-080203,1,28.51,skip_rate_ng,0,0,0,0,41490,326,0,1,1,,,,,展示後38%未満:NG(28.51%)
2024-07-08,2024-07,浜名湖,7,2024-07-080607,2,29.54,skip_rate_ng,0,0,0,0,1730,341,0,0,0,,,,,展示後38%未満:NG(29.54%)
2024-07-08,2024-07,常滑,7,2024-07-080807,3,38.9,skip_subcore_conditions_ng,0,0,0,0,2250,532,0,0,0,,,,,"展示後38〜39.9%:OK(38.90%) / 1号艇危険:OK / 1AI予測4.6% / 1逃げ7.7% / 1逃げ失敗76.9% / 1展示+周平均との差-0.23 / 外頭2艇の2番手まで強い:OK(頭5,6,下限43.0) / 5/6絡み:OK / 内軸残り:NG(軸2) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-07-08,2024-07,桐生,2,2024-07-080102,4,31.54,skip_missing_exhibition,0,0,0,0,2600,213,0,0,0,,,,,展示/1周6艇未満
2024-07-08,2024-07,戸田,4,2024-07-080204,5,23.54,skip_rate_ng,0,0,0,0,11080,254,0,1,1,,,,,展示後38%未満:NG(23.54%)
2024-07-08,2024-07,唐津,6,2024-07-082306,6,35.11,skip_rate_ng,0,0,0,0,2210,451,0,0,0,,,,,展示後38%未満:NG(35.11%)
2024-07-08,2024-07,浜名湖,5,2024-07-080605,7,38.47,skip_subcore_conditions_ng,0,0,0,0,6240,216,0,0,1,,,,,"展示後38〜39.9%:OK(38.47%) / 1号艇危険:OK / 1AI予測28.7% / 1逃げ6.7% / 1逃げ失敗86.7% / 1展示+周平均との差-0.08 / 外頭2艇の2番手まで強い:OK(頭3,6,下限30.2) / 5/6絡み:OK / 内軸残り:NG(軸1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-07-08,2024-07,尼崎,1,2024-07-081301,8,30.14,skip_rate_ng,0,0,0,0,5550,352,0,0,1,,,,,展示後38%未満:NG(30.14%)
2024-07-08,2024-07,びわこ,6,2024-07-081106,9,30.01,skip_rate_ng,0,0,0,0,14130,564,0,1,1,,,,,展示後38%未満:NG(30.01%)
2024-07-08,2024-07,徳山,5,2024-07-081805,10,40.0,core,1,12,1200,0,9880,514,0,0,1,"5,3","5,3",4.0,315 325 351 352 356 365 513 523 531 532 536 563,展示後40%以上:OK(40.00%)
2024-07-09,2024-07,多摩川,4,2024-07-090504,1,31.71,skip_rate_ng,0,0,0,0,3040,451,0,0,0,,,,,展示後38%未満:NG(31.71%)
2024-07-09,2024-07,浜名湖,6,2024-07-090606,2,34.14,skip_missing_exhibition,0,0,0,0,1730,326,0,0,0,,,,,展示/1周6艇未満
2024-07-09,2024-07,浜名湖,3,2024-07-090603,3,35.85,skip_rate_ng,0,0,0,0,1420,325,0,0,0,,,,,展示後38%未満:NG(35.85%)
2024-07-09,2024-07,唐津,11,2024-07-092311,4,32.44,skip_missing_exhibition,0,0,0,0,1380,314,0,0,0,,,,,展示/1周6艇未満
2024-07-09,2024-07,徳山,10,2024-07-091810,5,32.44,skip_missing_exhibition,0,0,0,0,1830,425,0,0,0,,,,,展示/1周6艇未満
2024-07-09,2024-07,唐津,7,2024-07-092307,6,38.47,skip_subcore_conditions_ng,0,0,0,0,1220,631,0,0,0,,,,,"展示後38〜39.9%:OK(38.47%) / 1号艇危険:OK / 1AI予測28.9% / 1逃げ8.0% / 1逃げ失敗52.0% / 1展示+周平均との差-0.09 / 外頭2艇の2番手まで強い:NG(頭6,5,下限22.6) / 5/6絡み:OK / 内軸残り:OK(軸3,1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2024-07-09,2024-07,大村,7,2024-07-092407,7,35.05,skip_rate_ng,0,0,0,0,9080,316,0,0,1,,,,,展示後38%未満:NG(35.05%)
