condition_type,condition_name,feature,value,n,manshu_n,manshu_rate,diff_vs_baseline,lift,ci95_low,ci95_high,p_value,mean_payout,median_payout,max_payout,train_n,train_rate,valid_n,valid_rate,reproducibility,priority,notes
single,day_label = ５日目,day_label,５日目,1639,253,0.15436241610738255,-0.007652146999413578,0.9527687705803985,0.1376808295913349,0.1726604717246288,0.400476458764935,6943.721781574131,2310,188190,1203,0.14962593516209477,436,0.16743119266055045,検証で低下,参考,
single,lane1_local_win_bucket = 5.5-6.49,lane1_local_win_bucket,5.5-6.49,3704,571,0.15415766738660908,-0.007856895720187052,0.95150500319525,0.14288734298541889,0.1661446286068951,0.19437307337261678,7149.3682505399565,2100.0,421190,2551,0.15405723245785966,1153,0.15437987857762359,検証で低下,参考,
single,lane1_national_win_bucket = 5.5-6.49,lane1_national_win_bucket,5.5-6.49,4446,681,0.15317139001349528,-0.008843173093300849,0.945417418510263,0.14288451196008836,0.16405711041136858,0.10953516218936965,6880.17094017094,2050.0,421190,3084,0.1546692607003891,1362,0.14977973568281938,検証で低下,参考,
single,outer_a1_count = 0,outer_a1_count,0,6743,1028,0.1524543971526027,-0.009560165954193428,0.9409919344849784,0.14407257160745202,0.16123200231347712,0.03312420263595772,6918.616342874092,2150,421190,4712,0.14961799660441427,2031,0.15903495814869523,検証で低下,参考,
single,outer_a_count = 1,outer_a_count,1,5244,796,0.15179252479023647,-0.010222038316559656,0.9369066698663284,0.14233580648296246,0.16175904272132757,0.04454025062422118,6990.886727688787,2355.0,345080,3717,0.1509281678773204,1527,0.15389652914210872,検証で低下,参考,
single,lane1_b_class = 0,lane1_b_class,0,7890,1195,0.1514575411913815,-0.010557021915414633,0.9348390557430587,0.1437168435209642,0.1595374807107255,0.010928346849981674,6967.897338403041,1910.0,345080,5457,0.14843320505772403,2433,0.15824085491163173,検証で低下,参考,
single,lane1_local_win_bucket = 6.5+,lane1_local_win_bucket,6.5+,3116,470,0.15083440308087293,-0.011180160025923203,0.9309928699523542,0.1386985341965798,0.16383015828575648,0.09031118746567657,6881.17458279846,1735.0,292980,2208,0.14855072463768115,908,0.15638766519823788,検証で低下,参考,
single,race_no = 7,race_no,7,1094,165,0.15082266910420475,-0.01119189400259138,0.9309204445083499,0.13083939304351785,0.17324964858143058,0.3150629627380326,6390.484460694698,2310.0,197260,764,0.14397905759162305,330,0.16666666666666666,検証で低下,参考,
single,race_no = 8,race_no,8,1089,164,0.15059687786960516,-0.011417685237190972,0.929526796738237,0.13058437274301488,0.1730658543347245,0.3065070834080934,6493.342516069789,2520,272180,761,0.1498028909329829,328,0.1524390243902439,検証で低下,参考,
single,venue_name = びわこ,venue_name,びわこ,459,69,0.1503267973856209,-0.01168776572117522,0.9278597831142443,0.12054002748135176,0.18591816469497816,0.4967684659400635,7333.507625272331,2410,179250,246,0.13821138211382114,213,0.1643192488262911,検証で低下,参考,
single,jcd = 11,jcd,11,459,69,0.1503267973856209,-0.01168776572117522,0.9278597831142443,0.12054002748135176,0.18591816469497816,0.4967684659400635,7333.507625272331,2410,179250,246,0.13821138211382114,213,0.1643192488262911,検証で低下,参考,
single,race_no = 1,race_no,1,1105,166,0.1502262443438914,-0.011788318762904731,0.9272391411188502,0.13037283762820667,0.17250324494300995,0.2875549842982019,6203.158371040724,2430,164980,774,0.15374677002583978,331,0.1419939577039275,検証で低下,参考,
single,semi_final = 1,semi_final,1,567,85,0.14991181657848324,-0.012102746528312891,0.9252984034507129,0.12288799307280264,0.18164762591502165,0.43413684384821605,7722.945326278659,1670,217490,397,0.13350125944584382,170,0.18823529411764706,再現あり,参考,
single,a1_count = 5,a1_count,5,148,22,0.14864864864864866,-0.013365914458147471,0.9175017714343557,0.10025962527909332,0.21481608519814088,0.6589955724013206,6458.310810810811,1920.0,149880,108,0.1388888888888889,40,0.175,再現あり,参考,
single,grade = G3,grade,G3,916,136,0.14847161572052403,-0.013542947386272097,0.9164090738105752,0.12691442175102471,0.17296503575557212,0.2659610470395488,6990.174672489083,2420.0,222920,584,0.14726027397260275,332,0.15060240963855423,検証で低下,参考,
single,b_count = 1,b_count,1,585,86,0.147008547008547,-0.015006016098249114,0.9073785972662377,0.12061663439932233,0.17800628898109108,0.32461087157621504,6640.717948717948,1980,149880,406,0.12807881773399016,179,0.18994413407821228,再現あり,参考,
single,outer_exhibition_top_flag = 0,outer_exhibition_top_flag,0,3340,489,0.14640718562874253,-0.015607377478053602,0.9036668236560587,0.1348242404579338,0.15880258684154117,0.014365954027028671,6485.3443113772455,2205.0,421190,2358,0.1450381679389313,982,0.14969450101832993,検証で低下,参考,
single,lane1_class = A1,lane1_class,A1,4314,629,0.14580435790449697,-0.016210205202299155,0.8999459993506029,0.13558820695175544,0.15665076726165705,0.0038576828728418278,6931.455725544738,1750.0,336710,2991,0.13941825476429287,1323,0.1602418745275888,検証で低下,参考,
single,time_zone = night,time_zone,night,1263,184,0.1456848772763262,-0.016329685830469926,0.8992085309040658,0.12730237828003654,0.16621624314824618,0.11525336079661486,6728.416468725257,1950,177670,825,0.13696969696969696,438,0.16210045662100456,検証で低下,参考,
single,venue_name = 下関,venue_name,下関,433,63,0.14549653579676675,-0.016518027310029382,0.898046033681916,0.11540174365587685,0.18182635916216977,0.3509029122070748,6460.161662817552,2140,181840,266,0.14661654135338345,167,0.1437125748502994,検証で低下,参考,
single,jcd = 19,jcd,19,433,63,0.14549653579676675,-0.016518027310029382,0.898046033681916,0.11540174365587685,0.18182635916216977,0.3509029122070748,6460.161662817552,2140,181840,266,0.14661654135338345,167,0.1437125748502994,検証で低下,参考,
single,venue_name = 常滑,venue_name,常滑,705,102,0.14468085106382977,-0.017333712042966354,0.893011395330305,0.12063792566173447,0.17257511375355936,0.21163516398114246,6959.758865248227,1890,302410,471,0.16560509554140126,234,0.10256410256410256,検証で低下,参考,
single,jcd = 08,jcd,08,705,102,0.14468085106382977,-0.017333712042966354,0.893011395330305,0.12063792566173447,0.17257511375355936,0.21163516398114246,6959.758865248227,1890,302410,471,0.16560509554140126,234,0.10256410256410256,検証で低下,参考,
single,venue_name = 徳山,venue_name,徳山,595,86,0.14453781512605043,-0.017476747980745694,0.8921285368079817,0.1185621613288835,0.1750740857187498,0.2472827169714522,7270.201680672269,1910,265740,404,0.14108910891089108,191,0.1518324607329843,検証で低下,参考,
single,jcd = 18,jcd,18,595,86,0.14453781512605043,-0.017476747980745694,0.8921285368079817,0.1185621613288835,0.1750740857187498,0.2472827169714522,7270.201680672269,1910,265740,404,0.14108910891089108,191,0.1518324607329843,検証で低下,参考,
single,lane1_national_win_bucket = 6.5+,lane1_national_win_bucket,6.5+,3042,437,0.14365548980933596,-0.01835907329746017,0.8866825738044406,0.13164056388896417,0.15656930231024985,0.0059938755920128095,6925.0197238658775,1720.0,336710,2091,0.13725490196078433,951,0.15772870662460567,検証で低下,参考,
single,a1_count = 3,a1_count,3,585,84,0.14358974358974358,-0.01842481951705255,0.8862767694228367,0.11749536258025653,0.17433456247938603,0.22649215441587112,7661.4358974358975,1920,188190,435,0.135632183908046,150,0.16666666666666666,検証で低下,参考,
single,race_no = 9,race_no,9,1099,156,0.14194722474977253,-0.020067338357023595,0.8761386756090829,0.12255896882112927,0.16382993779973093,0.07099916364000114,6600.418562329391,2110,345080,768,0.14453125,331,0.13595166163141995,検証で低下,参考,
single,time_zone = midnight,time_zone,midnight,452,64,0.1415929203539823,-0.02042164275281383,0.8739518080275761,0.11246627657080027,0.1767605074699718,0.23866756508327436,6855.4646017699115,2030.0,186060,279,0.12903225806451613,173,0.16184971098265896,検証で低下,参考,
single,venue_name = 唐津,venue_name,唐津,614,86,0.14006514657980457,-0.02194941652699156,0.8645219534214154,0.11484553064761441,0.16976075031501422,0.13992058610919922,6711.400651465798,2070.0,209780,424,0.1391509433962264,190,0.14210526315789473,検証で低下,参考,
single,jcd = 23,jcd,23,614,86,0.14006514657980457,-0.02194941652699156,0.8645219534214154,0.11484553064761441,0.16976075031501422,0.13992058610919922,6711.400651465798,2070.0,209780,424,0.1391509433962264,190,0.14210526315789473,検証で低下,参考,
single,b_count = 5,b_count,5,1581,220,0.13915243516761544,-0.022862127939180688,0.8588884387873791,0.12296460087617654,0.15708963293495012,0.013621108011787175,6182.567994939912,2090,421190,1122,0.14527629233511585,459,0.12418300653594772,検証で低下,参考,
single,venue_name = 若松,venue_name,若松,519,72,0.13872832369942195,-0.023286239407374176,0.8562707020848216,0.11163466075455449,0.1711309034239653,0.14993749694798852,7062.71676300578,2310,168580,376,0.12234042553191489,143,0.18181818181818182,再現あり,参考,
single,jcd = 20,jcd,20,519,72,0.13872832369942195,-0.023286239407374176,0.8562707020848216,0.11163466075455449,0.1711309034239653,0.14993749694798852,7062.71676300578,2310,168580,376,0.12234042553191489,143,0.18181818181818182,再現あり,参考,
single,outer_a_count = 0,outer_a_count,0,2503,344,0.1374350779065122,-0.02457948520028394,0.8482884209360751,0.12450087394835041,0.15148050437248167,0.0008456688753315511,6283.643627646824,1860,421190,1754,0.13397947548460662,749,0.14552736982643524,検証で低下,参考,
single,venue_name = 尼崎,venue_name,尼崎,549,72,0.13114754098360656,-0.030867022123189564,0.8094799533370173,0.1054551321865085,0.1619661327834214,0.04966437796524903,5433.916211293261,1940,126470,335,0.10746268656716418,214,0.16822429906542055,検証で低下,参考,
single,jcd = 13,jcd,13,549,72,0.13114754098360656,-0.030867022123189564,0.8094799533370173,0.1054551321865085,0.1619661327834214,0.04966437796524903,5433.916211293261,1940,126470,335,0.10746268656716418,214,0.16822429906542055,検証で低下,参考,
single,day_label = ６日目,day_label,６日目,92,12,0.13043478260869565,-0.03157978049810048,0.8050806057645333,0.07621405253905902,0.2142819325029269,0.411038180484814,8091.304347826087,2130.0,116120,57,0.08771929824561403,35,0.2,再現あり,参考,
single,venue_name = 福岡,venue_name,福岡,486,51,0.10493827160493827,-0.05707629150185786,0.6477088824154991,0.08071954509991791,0.13535356914762658,0.0006380427380323628,5789.753086419753,1865.0,421190,428,0.10981308411214953,58,0.06896551724137931,検証で低下,参考,
single,jcd = 22,jcd,22,486,51,0.10493827160493827,-0.05707629150185786,0.6477088824154991,0.08071954509991791,0.13535356914762658,0.0006380427380323628,5789.753086419753,1865.0,421190,428,0.10981308411214953,58,0.06896551724137931,検証で低下,参考,
single,fixed_entry = 1,fixed_entry,1,464,42,0.09051724137931035,-0.07149732172748578,0.5586981790003874,0.06766334779928466,0.12009592798978584,2.917902864085775e-05,4373.275862068966,1570.0,128560,355,0.08732394366197183,109,0.10091743119266056,検証で低下,参考,
