combo_size,phase,condition_name,n,manshu_n,manshu_rate,diff_vs_baseline,lift,ci95_low,ci95_high,p_value,train_n,train_manshu_n,train_rate,valid_n,valid_manshu_n,valid_rate,valid_diff_vs_baseline,valid_lift,mean_payout,median_payout,max_payout,reproducibility,priority,families
5,朝版,場=三国 × 1号艇A1でない × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 進入固定ではない,155,44,0.2838709677419355,0.12185640463513936,1.7521324151262534,0.2187854177434936,0.3594107223104972,3.8323552530972194e-05,100,21,0.21,55,23,0.41818181818181815,0.2468398924805293,2.4406275140788414,8579.354838709678,4600.0,96250.0,再現あり,高,"venue,lane1_class,lane1_local,lane1_relative,entry_rule"
5,朝版,場=三国 × 1号艇B級 × 1号艇全国勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 進入固定ではない,152,38,0.25,0.08798543689320387,1.5430711610486891,0.18789862687528025,0.3244267085935548,0.0032400340188787347,100,17,0.17,52,21,0.40384615384615385,0.232504228144865,2.3569605173587473,8415.065789473685,4665.0,84110.0,再現あり,高,"venue,lane1_class,lane1_national,lane1_relative,entry_rule"
6,直前版,1号艇が全体平均以下 × 外枠モーター強者あり × モーター2連率レンジ>=25 × 進入固定ではない × 風速5m以上 × 外枠が1号艇より展示上位,130,37,0.2846153846153846,0.12260082150858848,1.756727167963123,0.21410108829720018,0.3674938717152324,0.00014838341231415697,80,17,0.2125,50,20,0.4,0.22865807429871116,2.3345132743362833,8966.0,4515.0,74010.0,再現あり,高,"lane1_relative,outer_motor,motor_range,entry_rule,wind,outer_exhibition"
5,朝版,場=三国 × 1号艇A1でない × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × A1が1人以下,134,37,0.27611940298507465,0.11410483987827852,1.7042875510089999,0.20746261596412033,0.35725514703340744,0.000337376389432098,84,17,0.20238095238095238,50,20,0.4,0.22865807429871116,2.3345132743362833,8731.791044776119,4525.0,96250.0,再現あり,高,"venue,lane1_class,lane1_local,lane1_relative,a1_count"
5,朝版,場=三国 × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × A1が1人以下 × 進入固定ではない,134,37,0.27611940298507465,0.11410483987827852,1.7042875510089999,0.20746261596412033,0.35725514703340744,0.000337376389432098,84,17,0.20238095238095238,50,20,0.4,0.22865807429871116,2.3345132743362833,8731.791044776119,4525.0,96250.0,再現あり,高,"venue,lane1_local,lane1_relative,a1_count,entry_rule"
6,朝版,場=三国 × 1号艇A1でない × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × A1が1人以下 × 進入固定ではない,134,37,0.27611940298507465,0.11410483987827852,1.7042875510089999,0.20746261596412033,0.35725514703340744,0.000337376389432098,84,17,0.20238095238095238,50,20,0.4,0.22865807429871116,2.3345132743362833,8731.791044776119,4525.0,96250.0,再現あり,高,"venue,lane1_class,lane1_local,lane1_relative,a1_count,entry_rule"
5,直前版,場=三国 × 1号艇B級 × 1号艇が全体平均以下 × 進入固定ではない × 展示タイム差>=0.08,154,42,0.2727272727272727,0.11071270962047658,1.6833503575076607,0.20855911916901462,0.34795830082672785,0.00019243645556921152,104,22,0.21153846153846154,50,20,0.4,0.22865807429871116,2.3345132743362833,10266.038961038961,5075.0,100850.0,再現あり,高,"venue,lane1_class,lane1_relative,entry_rule,exhibition_range"
5,朝版,場=三国 × 1号艇A1でない × 1号艇全国勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 進入固定ではない,164,41,0.25,0.08798543689320387,1.5430711610486891,0.1899627406969956,0.32148138280993,0.002228197058550929,106,18,0.16981132075471697,58,23,0.39655172413793105,0.22520979843664218,2.3143881599023497,8255.365853658537,4540.0,84110.0,再現あり,高,"venue,lane1_class,lane1_national,lane1_relative,entry_rule"
5,朝版,場=三国 × 1号艇A1でない × 1号艇当地勝率<5.0 × B級3人以上 × 進入固定ではない,160,40,0.25,0.08798543689320387,1.5430711610486891,0.1892984089436348,0.32242510938138147,0.0025237693017574614,104,18,0.17307692307692307,56,22,0.39285714285714285,0.22151521715585398,2.2928255372945636,7361.0625,4015.0,57500.0,再現あり,高,"venue,lane1_class,lane1_local,b_count,entry_rule"
6,直前版,2/3/6/10R × 1号艇が全体平均以下 × 外枠A級2人以上 × 外枠モーター強者あり × モーター2連率レンジ>=25 × 外枠が1号艇より展示上位,135,45,0.3333333333333333,0.1713187702265372,2.057428214731585,0.25939598937767533,0.4164936575293036,6.580150668789031e-08,84,25,0.2976190476190476,51,20,0.39215686274509803,0.22081493704380917,2.288738504251258,11923.111111111111,4700.0,259950.0,再現あり,高,"race_slot,lane1_relative,outer_class,outer_motor,motor_range,outer_exhibition"
6,直前版,1号艇が全体平均以下 × 外枠A級2人以上 × 外枠モーター強者あり × 進入固定ではない × 風速5m以上 × 外枠が1号艇より展示上位,159,46,0.2893081761006289,0.1272936129938328,1.7856924127859042,0.2244557580502507,0.3641014656567137,1.3232712218425036e-05,108,26,0.24074074074074073,51,20,0.39215686274509803,0.22081493704380917,2.288738504251258,10033.08176100629,5030.0,179250.0,再現あり,高,"lane1_relative,outer_class,outer_motor,entry_rule,wind,outer_exhibition"
5,直前版,1号艇が全体平均以下 × 外枠A級2人以上 × 外枠モーター強者あり × 風速5m以上 × 外枠が1号艇より展示上位,160,46,0.2875,0.12548543689320385,1.7745318352059922,0.22300009339328955,0.3619648971829743,1.6486771705848113e-05,109,26,0.23853211009174313,51,20,0.39215686274509803,0.22081493704380917,2.288738504251258,9986.1875,4960.0,179250.0,再現あり,高,"lane1_relative,outer_class,outer_motor,wind,outer_exhibition"
5,朝版,場=三国 × 1号艇B級 × 1号艇全国勝率<5.0 × 1号艇が全体平均以下 × 進入固定ではない,146,37,0.2534246575342466,0.09141009442745046,1.5642091221589451,0.18981318912677853,0.3296793950421039,0.0027210444537792977,95,17,0.17894736842105263,51,20,0.39215686274509803,0.22081493704380917,2.288738504251258,8480.0,4765.0,84110.0,再現あり,高,"venue,lane1_class,lane1_national,lane1_relative,entry_rule"
5,直前版,場=三国 × 1号艇A1でない × 1号艇当地勝率<5.0 × 進入固定ではない × 展示タイム差>=0.08,159,40,0.25157232704402516,0.08955776393722903,1.5527760111181776,0.1905289368296746,0.32433704336211916,0.0021779297818271814,108,20,0.18518518518518517,51,20,0.39215686274509803,0.22081493704380917,2.288738504251258,7898.364779874214,4130.0,96250.0,再現あり,高,"venue,lane1_class,lane1_local,entry_rule,exhibition_range"
5,朝版,場=三国 × 1号艇A1でない × 1号艇全国勝率<5.0 × 1号艇が全体平均以下 × 進入固定ではない,154,39,0.2532467532467532,0.09123219013995709,1.5631110462571134,0.19114389858731057,0.3273607288366384,0.002121666432209901,100,18,0.18,54,21,0.3888888888888889,0.21754696318760003,2.2696656833824975,8321.42857142857,4715.0,84110.0,再現あり,高,"venue,lane1_class,lane1_national,lane1_relative,entry_rule"
6,朝版,2Rまたは6R × 1号艇A1でない × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × A1が1人以下,209,58,0.27751196172248804,0.11549739861569192,1.7128828199200758,0.22123708846274898,0.34181825410186256,5.854290969553588e-06,144,33,0.22916666666666666,65,25,0.38461538461538464,0.21327345891409577,2.2447243022464263,8965.11961722488,4170.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,b_count,a1_count"
6,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × B級3人以上 × A1が1人以下,209,58,0.27751196172248804,0.11549739861569192,1.7128828199200758,0.22123708846274898,0.34181825410186256,5.854290969553588e-06,144,33,0.22916666666666666,65,25,0.38461538461538464,0.21327345891409577,2.2447243022464263,8963.971291866028,4170.0,259950.0,再現あり,高,"race_slot,lane1_local,lane1_relative,outer_class,b_count,a1_count"
5,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × A1が1人以下,210,58,0.2761904761904762,0.11417591308368008,1.7047262350633137,0.22014887789597526,0.3402734159888443,7.107626299296399e-06,145,33,0.22758620689655173,65,25,0.38461538461538464,0.21327345891409577,2.2447243022464263,8935.142857142857,4155.0,259950.0,再現あり,高,"race_slot,lane1_local,outer_class,b_count,a1_count"
6,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × A1が1人以下 × 進入固定ではない,210,58,0.2761904761904762,0.11417591308368008,1.7047262350633137,0.22014887789597526,0.3402734159888443,7.107626299296399e-06,145,33,0.22758620689655173,65,25,0.38461538461538464,0.21327345891409577,2.2447243022464263,8935.142857142857,4155.0,259950.0,再現あり,高,"race_slot,lane1_local,outer_class,b_count,a1_count,entry_rule"
6,朝版,2/3/6/10R × 1号艇B級 × 1号艇が全体平均以下 × 外枠A級2人以上 × 外枠モーター強者あり × モーター2連率レンジ>=25,143,46,0.32167832167832167,0.15966375857152554,1.985490165265446,0.2506451111483804,0.4020418658390673,2.197764636946431e-07,91,26,0.2857142857142857,52,20,0.38461538461538464,0.21327345891409577,2.2447243022464263,13003.076923076924,5290.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_relative,outer_class,outer_motor,motor_range"
5,直前版,1号艇が全体平均以下 × 外枠モーター強者あり × モーター2連率レンジ>=25 × 風速5m以上 × 外枠が1号艇より展示上位,134,37,0.27611940298507465,0.11410483987827852,1.7042875510089999,0.20746261596412033,0.35725514703340744,0.000337376389432098,82,17,0.2073170731707317,52,20,0.38461538461538464,0.21327345891409577,2.2447243022464263,8794.701492537313,4330.0,74010.0,再現あり,高,"lane1_relative,outer_motor,motor_range,wind,outer_exhibition"
6,直前版,2Rまたは6R × 1号艇B級 × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × A1が1人以下 × 外枠が1号艇より展示上位,222,56,0.25225225225225223,0.0902376891454561,1.5569727030401186,0.199666544781554,0.3132664135396763,0.0002633033435153198,149,28,0.18791946308724833,73,28,0.3835616438356164,0.21221971813432755,2.23857437265123,9120.945945945947,4155.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_relative,outer_class,a1_count,outer_exhibition"
6,直前版,勝率レンジ<=2.0 × 外枠モーター強者あり × モーター2連率レンジ>=25 × 進入固定ではない × 風速5m以上 × 展示タイム差>=0.08,132,41,0.3106060606060606,0.14859149749926448,1.9171490182726136,0.23796031769476278,0.3939639234802528,3.599707316226386e-06,77,20,0.2597402597402597,55,21,0.38181818181818183,0.21047625611689297,2.228399034593725,11754.924242424242,4075.0,151650.0,再現あり,高,"balance,outer_motor,motor_range,entry_rule,wind,exhibition_range"
5,朝版,場=三国 × 1号艇B級 × 1号艇が全体平均以下 × B級3人以上 × 進入固定ではない,154,38,0.24675324675324675,0.08473868364645062,1.5230312758402644,0.18537679419928935,0.3204569023673952,0.0043178923899818145,99,17,0.1717171717171717,55,21,0.38181818181818183,0.21047625611689297,2.228399034593725,8422.922077922078,4715.0,72950.0,再現あり,高,"venue,lane1_class,lane1_relative,b_count,entry_rule"
6,朝版,2/3/6/10R × 1号艇A1でない × 1号艇が全体平均以下 × 外枠A級2人以上 × 外枠モーター強者あり × モーター2連率レンジ>=25,161,51,0.3167701863354037,0.1547556232286076,1.955195756856724,0.24989246350892486,0.39218817632956243,9.863236027918276e-08,98,27,0.2755102040816326,63,24,0.38095238095238093,0.20961045525109206,2.223345975558365,12222.48447204969,5160.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_relative,outer_class,outer_motor,motor_range"
6,朝版,2Rまたは6R × 1号艇B級 × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × A1が1人以下,203,57,0.28078817733990147,0.11877361423310534,1.7331045552665079,0.22348155851490842,0.3462374921982943,4.3744470237250255e-06,140,33,0.2357142857142857,63,24,0.38095238095238093,0.20961045525109206,2.223345975558365,8930.24630541872,4260.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,b_count,a1_count"
5,直前版,勝率レンジ<=2.0 × 外枠A1が2人以上 × モーター2連率レンジ>=25 × 進入固定ではない × 風速5m以上,92,28,0.30434782608695654,0.1423332629801604,1.878521413450578,0.2197355752358598,0.4046446521393093,0.00021127091902073403,42,9,0.21428571428571427,50,19,0.38,0.20865807429871114,2.2177876106194687,10896.195652173914,3700.0,101130.0,再現あり,高,"balance,outer_class,motor_range,entry_rule,wind"
6,直前版,1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × 外枠モーター強者あり × モーター2連率レンジ>=25 × 風速5m以上 × 外枠が1号艇より展示上位,117,35,0.29914529914529914,0.137130736038503,1.8464099362975765,0.22364123768326574,0.3874198538613679,5.6826067804660596e-05,67,16,0.23880597014925373,50,19,0.38,0.20865807429871114,2.2177876106194687,10451.880341880342,4460.0,151650.0,再現あり,高,"lane1_relative,outer_class,outer_motor,motor_range,wind,outer_exhibition"
6,朝版,2Rまたは6R × 1号艇B級 × 1号艇当地勝率<5.0 × 1号艇が全体平均以下 × 外枠A級2人以上 × A1が1人以下,170,48,0.2823529411764706,0.12033837806967446,1.7427627230667546,0.2200738101880883,0.35425132257645126,2.0601361553573838e-05,120,29,0.24166666666666667,50,19,0.38,0.20865807429871114,2.2177876106194687,9482.764705882353,4295.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,lane1_relative,outer_class,a1_count"
5,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 1号艇が全体平均以下 × 外枠A級2人以上 × A1が1人以下,171,48,0.2807017543859649,0.11868719127916877,1.7325711281950191,0.21874049084032365,0.3522998107812584,2.5292087561190613e-05,121,29,0.2396694214876033,50,19,0.38,0.20865807429871114,2.2177876106194687,9462.397660818713,4320.0,259950.0,再現あり,高,"race_slot,lane1_local,lane1_relative,outer_class,a1_count"
6,朝版,2Rまたは6R × 1号艇A1でない × 1号艇当地勝率<5.0 × 1号艇が全体平均以下 × 外枠A級2人以上 × A1が1人以下,171,48,0.2807017543859649,0.11868719127916877,1.7325711281950191,0.21874049084032365,0.3522998107812584,2.5292087561190613e-05,121,29,0.2396694214876033,50,19,0.38,0.20865807429871114,2.2177876106194687,9462.397660818713,4320.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,lane1_relative,outer_class,a1_count"
6,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 1号艇が全体平均以下 × 外枠A級2人以上 × A1が1人以下 × 進入固定ではない,171,48,0.2807017543859649,0.11868719127916877,1.7325711281950191,0.21874049084032365,0.3522998107812584,2.5292087561190613e-05,121,29,0.2396694214876033,50,19,0.38,0.20865807429871114,2.2177876106194687,9462.397660818713,4320.0,259950.0,再現あり,高,"race_slot,lane1_local,lane1_relative,outer_class,a1_count,entry_rule"
5,直前版,場=三国 × 1号艇A1でない × 1号艇当地勝率<5.0 × 進入固定ではない × 外枠展示上位あり,137,35,0.25547445255474455,0.09345988944794842,1.5768610404877115,0.18980753746747142,0.33448074099571007,0.0029890298499355428,87,16,0.1839080459770115,50,19,0.38,0.20865807429871114,2.2177876106194687,8097.153284671533,4380.0,96250.0,再現あり,高,"venue,lane1_class,lane1_local,entry_rule,outer_exhibition"
5,朝版,2Rまたは6R × 1号艇全国勝率<4.5 × 1号艇が全体平均以下 × 外枠A級2人以上 × B級3人以上,172,43,0.25,0.08798543689320387,1.5430711610486891,0.19122676785825232,0.31969669962612,0.0017379905890690939,122,24,0.19672131147540983,50,19,0.38,0.20865807429871114,2.2177876106194687,8856.627906976744,4185.0,259950.0,再現あり,高,"race_slot,lane1_national,lane1_relative,outer_class,b_count"
6,朝版,2Rまたは6R × 1号艇A1でない × 1号艇全国勝率<4.5 × 1号艇が全体平均以下 × 外枠A級2人以上 × B級3人以上,172,43,0.25,0.08798543689320387,1.5430711610486891,0.19122676785825232,0.31969669962612,0.0017379905890690939,122,24,0.19672131147540983,50,19,0.38,0.20865807429871114,2.2177876106194687,8856.627906976744,4185.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_national,lane1_relative,outer_class,b_count"
6,朝版,2Rまたは6R × 1号艇B級 × 1号艇全国勝率<4.5 × 1号艇が全体平均以下 × 外枠A級2人以上 × B級3人以上,172,43,0.25,0.08798543689320387,1.5430711610486891,0.19122676785825232,0.31969669962612,0.0017379905890690939,122,24,0.19672131147540983,50,19,0.38,0.20865807429871114,2.2177876106194687,8856.627906976744,4185.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_national,lane1_relative,outer_class,b_count"
6,朝版,2Rまたは6R × 1号艇全国勝率<4.5 × 1号艇が全体平均以下 × 外枠A級2人以上 × B級3人以上 × 進入固定ではない,172,43,0.25,0.08798543689320387,1.5430711610486891,0.19122676785825232,0.31969669962612,0.0017379905890690939,122,24,0.19672131147540983,50,19,0.38,0.20865807429871114,2.2177876106194687,8856.627906976744,4185.0,259950.0,再現あり,高,"race_slot,lane1_national,lane1_relative,outer_class,b_count,entry_rule"
5,直前版,場=三国 × 1号艇A1でない × 1号艇が全体平均以下 × B級3人以上 × 展示タイム差>=0.08,146,36,0.2465753424657534,0.08456077935895728,1.521933199938433,0.18375382571260895,0.3223913302387424,0.005554182352426773,96,17,0.17708333333333334,50,19,0.38,0.20865807429871114,2.2177876106194687,8427.054794520547,4665.0,72950.0,再現あり,高,"venue,lane1_class,lane1_relative,b_count,exhibition_range"
5,直前版,場=三国 × 1号艇が全体平均以下 × B級3人以上 × 進入固定ではない × 展示タイム差>=0.08,146,36,0.2465753424657534,0.08456077935895728,1.521933199938433,0.18375382571260895,0.3223913302387424,0.005554182352426773,96,17,0.17708333333333334,50,19,0.38,0.20865807429871114,2.2177876106194687,8427.054794520547,4665.0,72950.0,再現あり,高,"venue,lane1_relative,b_count,entry_rule,exhibition_range"
6,直前版,場=三国 × 1号艇A1でない × 1号艇が全体平均以下 × B級3人以上 × 進入固定ではない × 展示タイム差>=0.08,146,36,0.2465753424657534,0.08456077935895728,1.521933199938433,0.18375382571260895,0.3223913302387424,0.005554182352426773,96,17,0.17708333333333334,50,19,0.38,0.20865807429871114,2.2177876106194687,8427.054794520547,4665.0,72950.0,再現あり,高,"venue,lane1_class,lane1_relative,b_count,entry_rule,exhibition_range"
6,直前版,2Rまたは6R × 1号艇B級 × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × 外枠が1号艇より展示上位,176,42,0.23863636363636365,0.07662180052956752,1.4729315628192032,0.18167150997272818,0.3067672049853238,0.0058021688640663704,126,23,0.18253968253968253,50,19,0.38,0.20865807429871114,2.2177876106194687,9224.602272727272,3650.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,b_count,outer_exhibition"
5,朝版,場=三国 × 1号艇A1でない × 1号艇当地勝率<5.0 × A1が1人以下 × 進入固定ではない,157,41,0.2611464968152866,0.0991319337084905,1.6118705121782484,0.19872639912020018,0.3349763245532774,0.000748760473017196,99,19,0.1919191919191919,58,22,0.3793103448275862,0.20796841912629732,2.213762587732682,8457.388535031847,4060.0,96250.0,再現あり,高,"venue,lane1_class,lane1_local,a1_count,entry_rule"
6,直前版,2/3/6/10R × 1号艇が全体平均以下 × 外枠A級2人以上 × 外枠モーター強者あり × モーター2連率レンジ>=25 × 展示タイム差>=0.08,168,50,0.2976190476190476,0.1356044845122515,1.8369894774389155,0.23363277987998807,0.37065395860475603,1.840747874348736e-06,102,25,0.24509803921568626,66,25,0.3787878787878788,0.20744595308658992,2.210713327969965,10306.309523809523,4445.0,148590.0,再現あり,高,"race_slot,lane1_relative,outer_class,outer_motor,motor_range,exhibition_range"
6,朝版,2Rまたは6R × 1号艇A1でない × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × A1が1人以下,214,60,0.2803738317757009,0.11835926866890478,1.7305470965032026,0.2244716481946682,0.3440221564780848,2.6132142505463918e-06,148,35,0.23648648648648649,66,25,0.3787878787878788,0.20744595308658992,2.210713327969965,9081.915887850468,4155.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,lane1_relative,outer_class,a1_count"
5,朝版,2Rまたは6R × 1号艇A1でない × 1号艇当地勝率<5.0 × 外枠A級2人以上 × A1が1人以下,215,60,0.27906976744186046,0.11705520433506433,1.722498040240397,0.22339320493759485,0.3425028586993005,3.1904333659404926e-06,149,35,0.2348993288590604,66,25,0.3787878787878788,0.20744595308658992,2.210713327969965,9053.209302325582,4140.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,a1_count"
5,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × A1が1人以下,215,60,0.27906976744186046,0.11705520433506433,1.722498040240397,0.22339320493759485,0.3425028586993005,3.1904333659404926e-06,149,35,0.2348993288590604,66,25,0.3787878787878788,0.20744595308658992,2.210713327969965,9052.093023255815,4140.0,259950.0,再現あり,高,"race_slot,lane1_local,lane1_relative,outer_class,a1_count"
6,朝版,2Rまたは6R × 1号艇A1でない × 1号艇当地勝率<5.0 × 外枠A級2人以上 × A1が1人以下 × 進入固定ではない,215,60,0.27906976744186046,0.11705520433506433,1.722498040240397,0.22339320493759485,0.3425028586993005,3.1904333659404926e-06,149,35,0.2348993288590604,66,25,0.3787878787878788,0.20744595308658992,2.210713327969965,9053.209302325582,4140.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,a1_count,entry_rule"
6,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × A1が1人以下 × 進入固定ではない,215,60,0.27906976744186046,0.11705520433506433,1.722498040240397,0.22339320493759485,0.3425028586993005,3.1904333659404926e-06,149,35,0.2348993288590604,66,25,0.3787878787878788,0.20744595308658992,2.210713327969965,9052.093023255815,4140.0,259950.0,再現あり,高,"race_slot,lane1_local,lane1_relative,outer_class,a1_count,entry_rule"
5,朝版,2Rまたは6R × 1号艇当地勝率<5.0 × 外枠A級2人以上 × A1が1人以下 × 進入固定ではない,216,60,0.2777777777777778,0.11576321467098166,1.7145235122763212,0.22232510443921444,0.3409968510050692,3.88484443436532e-06,150,35,0.23333333333333334,66,25,0.3787878787878788,0.20744595308658992,2.210713327969965,9023.657407407407,4115.0,259950.0,再現あり,高,"race_slot,lane1_local,outer_class,a1_count,entry_rule"
6,直前版,2Rまたは6R × 1号艇A1でない × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × モーター2連率レンジ>=25 × 外枠が1号艇より展示上位,111,33,0.2972972972972973,0.13528273419050119,1.8350035428687115,0.2202069861598377,0.38794894339878916,0.00010964300922378101,58,13,0.22413793103448276,53,20,0.37735849056603776,0.2060165648647489,2.2023710135247954,12190.54054054054,4020.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_relative,outer_class,motor_range,outer_exhibition"
6,朝版,2Rまたは6R × 1号艇A1でない × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × 外枠モーター強者あり × モーター2連率レンジ>=25,118,35,0.2966101694915254,0.13459560638472928,1.8307623944645461,0.22166449745305883,0.3843813850698232,7.246455331966217e-05,65,15,0.23076923076923078,53,20,0.37735849056603776,0.2060165648647489,2.2023710135247954,13462.71186440678,5080.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_relative,outer_class,outer_motor,motor_range"
6,直前版,2/3/6/10R × 1号艇全国勝率<5.0 × 1号艇当地勝率<5.0 × 外枠A1あり × B級4人以上 × 外枠展示上位あり,173,43,0.24855491329479767,0.08654035018800155,1.5341516745686388,0.19008569685616644,0.317948611813287,0.002006943082441426,120,23,0.19166666666666668,53,20,0.37735849056603776,0.2060165648647489,2.2023710135247954,7562.485549132948,3650.0,95210.0,再現あり,高,"race_slot,lane1_national,lane1_local,outer_class,b_count,outer_exhibition"
6,直前版,2Rまたは6R × 1号艇A1でない × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × 外枠が1号艇より展示上位,181,43,0.23756906077348067,0.07555449766668454,1.4663438657479255,0.18142606527443278,0.3046203658319848,0.005803192631610221,128,23,0.1796875,53,20,0.37735849056603776,0.2060165648647489,2.2023710135247954,9284.419889502762,3640.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,b_count,outer_exhibition"
6,直前版,2Rまたは6R × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × B級3人以上 × 外枠が1号艇より展示上位,181,43,0.23756906077348067,0.07555449766668454,1.4663438657479255,0.18142606527443278,0.3046203658319848,0.005803192631610221,128,23,0.1796875,53,20,0.37735849056603776,0.2060165648647489,2.2023710135247954,9283.093922651933,3640.0,259950.0,再現あり,高,"race_slot,lane1_local,lane1_relative,outer_class,b_count,outer_exhibition"
5,直前版,2Rまたは6R × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × 外枠が1号艇より展示上位,182,43,0.23626373626373626,0.07424917315694013,1.458287031320739,0.1803988935747976,0.3030321573847292,0.00655752860465042,129,23,0.17829457364341086,53,20,0.37735849056603776,0.2060165648647489,2.2023710135247954,9248.076923076924,3635.0,259950.0,再現あり,高,"race_slot,lane1_local,outer_class,b_count,outer_exhibition"
6,直前版,2Rまたは6R × 1号艇当地勝率<5.0 × 外枠A級2人以上 × B級3人以上 × 進入固定ではない × 外枠が1号艇より展示上位,182,43,0.23626373626373626,0.07424917315694013,1.458287031320739,0.1803988935747976,0.3030321573847292,0.00655752860465042,129,23,0.17829457364341086,53,20,0.37735849056603776,0.2060165648647489,2.2023710135247954,9248.076923076924,3635.0,259950.0,再現あり,高,"race_slot,lane1_local,outer_class,b_count,entry_rule,outer_exhibition"
6,朝版,2Rまたは6R × 1号艇B級 × 1号艇当地勝率<5.0 × 1号艇が外枠最強艇より勝率低い × 外枠A級2人以上 × A1が1人以下,208,59,0.28365384615384615,0.12163928304705002,1.7507922788821664,0.2267480268386497,0.3484062393677989,1.9250971703410613e-06,144,35,0.24305555555555555,64,24,0.375,0.20365807429871113,2.1886061946902653,9051.25,4215.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,lane1_relative,outer_class,a1_count"
5,朝版,2Rまたは6R × 1号艇B級 × 1号艇当地勝率<5.0 × 外枠A級2人以上 × A1が1人以下,209,59,0.2822966507177033,0.1202820876109072,1.7424152823324908,0.2256266371844241,0.3468253646798731,2.36641768269763e-06,145,35,0.2413793103448276,64,24,0.375,0.20365807429871113,2.1886061946902653,9021.866028708135,4170.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,a1_count"
6,朝版,2Rまたは6R × 1号艇B級 × 1号艇当地勝率<5.0 × 外枠A級2人以上 × A1が1人以下 × 進入固定ではない,209,59,0.2822966507177033,0.1202820876109072,1.7424152823324908,0.2256266371844241,0.3468253646798731,2.36641768269763e-06,145,35,0.2413793103448276,64,24,0.375,0.20365807429871113,2.1886061946902653,9021.866028708135,4170.0,259950.0,再現あり,高,"race_slot,lane1_class,lane1_local,outer_class,a1_count,entry_rule"
5,直前版,2Rまたは6R × 外枠A級2人以上 × 外枠モーター強者あり × 進入固定ではない × 1号艇展示4位以下,152,41,0.26973684210526316,0.10772227899846704,1.6648925684999014,0.2054996078483342,0.34532635903085596,0.0003128840486550377,96,20,0.20833333333333334,56,21,0.375,0.20365807429871113,2.1886061946902653,9510.065789473685,5520.0,85490.0,再現あり,高,"race_slot,outer_class,outer_motor,entry_rule,lane1_exhibition"
