registration_no,name,latest_class,lane1_starts,lane1_wins,lane1_top3,lane1_out_top3,lane1_win_rate,lane1_miss_win_rate,lane1_top3_rate,lane1_out_top3_rate,win_rate_wilson_low,top3_rate_wilson_low,miss_win_rate_wilson_low,out_top3_rate_wilson_low,win_rate_wilson_high,top3_rate_wilson_high,teppan_score,tobi_score,manshu_when_lane1_missed,manshu_rate_when_lane1_missed,avg_payout_when_lane1_missed,avg_payout_when_lane1_out_top3,avg_national_win_rate,avg_local_win_rate,avg_st,avg_motor_quinella_rate,avg_exhibition_rank,main_venues
4351,里岡右貴,A1,33,24,29,4,0.727273,0.272727,0.878788,0.121212,0.557821,0.726742,0.150673,0.048161,0.849327,0.951839,0.616943,0.114794,7,0.777778,21871.1,26672.5,7.01,6.697,,29.101,2.273,芦屋 / 若松 / 福岡
3557,太田和美,A1,32,17,31,1,0.53125,0.46875,0.96875,0.03125,0.364492,0.842554,0.308691,0.005538,0.691309,0.994462,0.531814,0.202588,4,0.266667,15683.3,131120.0,6.728,6.815,,34.681,2.344,住之江 / 桐生 / 福岡
5257,西丸侑太,A1,31,22,28,3,0.709677,0.290323,0.903226,0.096774,0.534073,0.750997,0.160956,0.033464,0.839044,0.966536,0.609997,0.116334,4,0.444444,54442.2,120270.0,6.421,5.251,,36.352,2.581,丸亀 / 尼崎 / 平和島
5278,田中駿兵,A1,30,25,28,2,0.833333,0.166667,0.933333,0.066667,0.664353,0.786762,0.073364,0.018477,0.926636,0.981523,0.707196,0.054154,3,0.6,20372.0,42265.0,7.137,4.809,,30.249,1.967,尼崎 / 鳴門 / 大村
4852,川原祐明,A1,30,24,28,2,0.8,0.2,0.933333,0.066667,0.62694,0.786762,0.09505,0.018477,0.90495,0.981523,0.682877,0.068249,5,0.833333,12893.3,12975.0,7.168,5.697,,31.944,2.367,びわこ / 鳴門 / 若松
4264,長尾章平,A1,30,21,27,3,0.7,0.3,0.9,0.1,0.521239,0.743786,0.166646,0.034599,0.833354,0.965401,0.59913,0.120429,6,0.666667,23715.6,25086.7,6.887,6.26,,26.373,3.033,下関 / 若松 / 芦屋
3612,馬袋義則,A1,30,14,23,7,0.466667,0.533333,0.766667,0.233333,0.302321,0.590713,0.36142,0.117922,0.63858,0.882078,0.403258,0.276196,7,0.4375,19422.5,33181.4,6.338,5.827,,35.454,3.267,平和島 / 尼崎 / 児島
4719,上條暢嵩,A1,29,25,28,1,0.862069,0.137931,0.965517,0.034483,0.694406,0.828241,0.054974,0.006113,0.945026,0.993887,0.741249,0.037872,3,0.75,25825.0,43350.0,7.308,7.173,,29.934,2.966,住之江 / 下関 / 常滑
4236,松村 敏,A1,29,22,28,1,0.758621,0.241379,0.965517,0.034483,0.57892,0.828241,0.122183,0.006113,0.877817,0.993887,0.666183,0.081558,3,0.428571,16080.0,55220.0,7.087,6.767,,30.203,2.379,蒲郡 / 芦屋 / 下関
4123,細川裕子,A1,29,21,27,2,0.724138,0.275862,0.931034,0.068966,0.542825,0.780351,0.146986,0.019121,0.853014,0.980879,0.625959,0.102233,2,0.25,5291.2,9480.0,6.55,7.252,,32.307,3.793,多摩川 / 福岡 / 丸亀
3940,飯山 泰,A1,29,18,28,1,0.62069,0.37931,0.965517,0.034483,0.440022,0.828241,0.226878,0.006113,0.773122,0.993887,0.575899,0.14961,3,0.272727,17119.1,27930.0,6.413,6.015,,28.858,1.897,江戸川 / 多摩川 / 芦屋
5132,中野希一,A1,29,19,25,4,0.655172,0.344828,0.862069,0.137931,0.473448,0.694406,0.199405,0.054974,0.800595,0.945026,0.550783,0.148854,6,0.6,18960.0,30192.5,7.061,5.165,,29.891,2.897,三国 / 尼崎 / 戸田
4083,福島勇樹,A1,28,26,27,1,0.928571,0.071429,0.964286,0.035714,0.773543,0.822874,0.019812,0.006332,0.980188,0.993668,0.790809,0.015094,1,0.5,10900.0,9860.0,7.301,5.906,,28.831,2.5,宮島 / 唐津 / びわこ
4771,下寺秀和,A1,28,23,28,0,0.821429,0.178571,1.0,0.0,0.644082,0.879353,0.078784,0.0,0.921216,1.0,0.726427,0.05121,1,0.2,10600.0,,6.94,6.338,,30.268,2.214,宮島 / びわこ / 下関
3999,大瀧明日,A1,28,21,26,2,0.75,0.25,0.928571,0.071429,0.56644,0.773543,0.126763,0.019812,0.873237,0.980188,0.638926,0.08933,3,0.428571,12980.0,12090.0,5.964,6.296,,31.762,2.821,徳山 / 常滑 / 平和島
4208,三浦永理,A1,28,20,27,1,0.714286,0.285714,0.964286,0.035714,0.529404,0.822874,0.152538,0.006332,0.847462,0.993668,0.632118,0.101366,3,0.375,15017.5,18520.0,6.584,6.739,,35.136,2.643,江戸川 / 三国 / 宮島
5088,高憧四季,A1,28,20,27,1,0.714286,0.285714,0.964286,0.035714,0.529404,0.822874,0.152538,0.006332,0.847462,0.993668,0.632118,0.101366,2,0.25,35440.0,222920.0,6.893,5.168,,39.68,1.786,福岡 / 津 / 多摩川
4604,岩瀬裕亮,A1,27,24,26,1,0.888889,0.111111,0.962963,0.037037,0.719418,0.817161,0.03852,0.006568,0.96148,0.993432,0.753628,0.027337,1,0.333333,33466.7,92140.0,7.014,6.558,,36.887,1.852,桐生 / 常滑 / 津
4166,吉田拡郎,A1,27,23,27,0,0.851852,0.148148,1.0,0.0,0.675209,0.875441,0.059158,0.0,0.940842,1.0,0.74529,0.038453,3,0.75,21730.0,,6.918,7.006,,37.311,1.963,児島 / 尼崎 / 宮島
4960,黒野元基,A1,27,23,26,1,0.851852,0.148148,0.962963,0.037037,0.675209,0.817161,0.059158,0.006568,0.940842,0.993432,0.724893,0.040752,2,0.5,22262.5,13770.0,7.452,5.93,,36.309,1.704,蒲郡 / 常滑 / 三国
4337,平本真之,A1,27,22,27,0,0.814815,0.185185,1.0,0.0,0.633009,0.875441,0.081806,0.0,0.918194,1.0,0.71786,0.053174,0,0.0,3734.0,,7.379,6.882,,34.845,3.074,常滑 / 平和島 / 桐生
3623,深川真二,A1,27,21,26,1,0.777778,0.222222,0.962963,0.037037,0.592427,0.817161,0.106071,0.006568,0.893929,0.993432,0.671084,0.071245,4,0.666667,19253.3,16670.0,7.416,7.361,,33.641,3.889,唐津 / 丸亀 / 住之江
5221,竹間隆晟,A1,27,20,25,2,0.740741,0.259259,0.925926,0.074074,0.553211,0.7663,0.131702,0.020554,0.868298,0.979446,0.627792,0.0928,4,0.571429,11442.9,21385.0,6.299,6.125,,28.191,3.111,住之江 / 尼崎 / 桐生
4544,松田大志,A1,27,21,23,4,0.777778,0.222222,0.851852,0.148148,0.592427,0.675209,0.106071,0.059158,0.893929,0.940842,0.621401,0.089652,5,0.833333,46038.3,64022.5,7.8,7.115,,31.158,2.037,徳山 / 平和島 / 芦屋
4262,馬場貴也,A1,27,20,24,3,0.740741,0.259259,0.888889,0.111111,0.553211,0.719418,0.131702,0.03852,0.868298,0.96148,0.611383,0.099088,6,0.857143,21195.7,14576.7,7.148,7.421,,31.069,2.185,びわこ / 住之江 / 桐生
4308,河村 了,A1,27,20,24,3,0.740741,0.259259,0.888889,0.111111,0.553211,0.719418,0.131702,0.03852,0.868298,0.96148,0.611383,0.099088,4,0.571429,23975.7,39136.7,6.733,6.634,,34.836,2.0,常滑 / びわこ / 芦屋
4366,前沢丈史,A1,27,18,26,1,0.666667,0.333333,0.962963,0.037037,0.478244,0.817161,0.186431,0.006568,0.813569,0.993432,0.596865,0.123479,2,0.222222,17496.7,118420.0,6.759,5.714,,32.325,2.852,江戸川 / 大村 / 若松
3514,山一鉄也,A2,27,18,24,3,0.666667,0.333333,0.888889,0.111111,0.478244,0.719418,0.186431,0.03852,0.813569,0.96148,0.562655,0.134662,4,0.444444,25378.9,66526.7,5.583,5.447,,31.611,1.815,若松 / 芦屋 / 徳山
4373,若狭奈美,A1,27,17,25,2,0.62963,0.37037,0.925926,0.074074,0.442289,0.7663,0.215323,0.020554,0.784677,0.979446,0.555693,0.147154,2,0.2,5955.0,8540.0,6.261,5.656,,39.25,1.963,宮島 / 福岡 / 唐津
3554,仲口博崇,A1,27,14,25,2,0.518519,0.481481,0.925926,0.074074,0.339853,0.7663,0.30743,0.020554,0.69257,0.979446,0.48911,0.207023,5,0.384615,12942.3,39140.0,6.634,6.328,,31.66,2.778,常滑 / 児島 / 蒲郡
3783,瓜生正義,A1,27,15,21,6,0.555556,0.444444,0.777778,0.222222,0.373127,0.592427,0.275856,0.106071,0.724144,0.893929,0.449882,0.216431,6,0.5,16328.3,23423.3,6.631,5.971,,30.017,2.889,福岡 / 宮島 / 常滑
3334,角ひとみ,A2,27,14,19,8,0.518519,0.481481,0.703704,0.296296,0.339853,0.51519,0.30743,0.158529,0.69257,0.841471,0.401221,0.255314,3,0.230769,14003.1,16502.5,5.484,5.131,,28.978,2.148,徳山 / 福岡 / 宮島
4295,小坂尚哉,A1,26,21,26,0,0.807692,0.192308,1.0,0.0,0.621234,0.871267,0.085069,0.0,0.914931,1.0,0.708745,0.055295,2,0.4,11290.0,,6.856,6.77,,31.705,2.192,尼崎 / 丸亀 / 常滑
4556,竹井奈美,A1,26,21,25,1,0.807692,0.192308,0.961538,0.038462,0.621234,0.811068,0.085069,0.006822,0.914931,0.993178,0.687676,0.057683,2,0.4,18510.0,70890.0,6.634,7.171,,32.487,3.808,徳山 / 福岡 / 芦屋
4931,木谷賢太,A1,26,20,26,0,0.769231,0.230769,1.0,0.0,0.579481,0.871267,0.110337,0.0,0.889663,1.0,0.681606,0.071719,2,0.333333,11558.3,,6.685,6.442,,26.667,2.731,丸亀 / びわこ / 福岡
3556,田中信一,A1,26,19,25,1,0.730769,0.269231,0.961538,0.038462,0.539166,0.811068,0.137043,0.006822,0.862957,0.993178,0.634332,0.091465,3,0.428571,14244.3,49370.0,6.647,6.644,,31.619,2.154,住之江 / 桐生 / 福岡
4685,島村隆幸,A1,26,20,22,4,0.769231,0.230769,0.846154,0.153846,0.579481,0.664684,0.110337,0.061499,0.889663,0.938501,0.609302,0.093244,5,0.833333,32590.0,37267.5,7.478,7.125,,36.628,2.0,浜名湖 / 江戸川 / 児島
4137,君島秀三,A1,26,18,24,2,0.692308,0.307692,0.923077,0.076923,0.500114,0.758581,0.165011,0.021355,0.834989,0.978645,0.590577,0.114731,6,0.75,19132.5,19415.0,6.621,6.644,,27.316,2.346,桐生 / 宮島 / 芦屋
5034,若林義人,A1,26,18,23,3,0.692308,0.307692,0.884615,0.115385,0.500114,0.710237,0.165011,0.040032,0.834989,0.959968,0.573657,0.121268,2,0.25,17596.2,39666.7,6.441,6.367,,27.982,2.692,大村 / 桐生 / 下関
5216,長谷川晴,A2,26,16,24,2,0.615385,0.384615,0.923077,0.076923,0.425345,0.758581,0.224284,0.021355,0.775716,0.978645,0.541978,0.153258,4,0.4,12906.0,14255.0,6.203,5.293,,26.151,3.0,桐生 / 尼崎 / 浜名湖
3711,江本真治,A2,26,14,24,2,0.538462,0.461538,0.923077,0.076923,0.354576,0.758581,0.287556,0.021355,0.712444,0.978645,0.495978,0.194385,3,0.25,18334.2,57870.0,6.04,4.996,,30.325,3.269,下関 / 尼崎 / 丸亀
4738,清埜翔子,A2,25,21,24,1,0.84,0.16,0.96,0.04,0.65346,0.804555,0.064033,0.007096,0.935967,0.992904,0.706343,0.044105,3,0.75,10027.5,1640.0,5.589,5.685,,34.099,2.12,徳山 / 住之江 / 多摩川
3744,徳増秀樹,A1,25,22,22,3,0.88,0.12,0.88,0.12,0.700438,0.700438,0.041667,0.041667,0.958333,0.958333,0.700438,0.041667,3,1.0,94316.7,94316.7,6.321,5.419,,28.642,2.48,浜名湖 / 丸亀 / 大村
4642,松尾夏海,A1,25,21,23,2,0.84,0.16,0.92,0.08,0.65346,0.750335,0.064033,0.02222,0.935967,0.97778,0.687366,0.049399,1,0.25,7360.0,10400.0,6.074,5.916,,27.277,3.36,丸亀 / 下関 / 宮島
4985,井本昌也,A1,25,21,23,2,0.84,0.16,0.92,0.08,0.65346,0.750335,0.064033,0.02222,0.935967,0.97778,0.687366,0.049399,2,0.5,27250.0,50175.0,6.703,6.7,,29.774,3.32,徳山 / 若松 / 尼崎
3997,北村征嗣,A1,25,20,24,1,0.8,0.2,0.96,0.04,0.608687,0.804555,0.088605,0.007096,0.911395,0.992904,0.677241,0.060077,2,0.4,22886.0,91950.0,6.614,6.84,,33.939,2.24,住之江 / 唐津 / 芦屋
4433,川野芽唯,A1,25,21,21,4,0.84,0.16,0.84,0.16,0.65346,0.65346,0.064033,0.064033,0.935967,0.935967,0.65346,0.064033,2,0.5,11002.5,11002.5,6.73,6.175,,28.44,2.96,福岡 / 芦屋 / 若松
4049,荒川健太,A2,25,18,25,0,0.72,0.28,1.0,0.0,0.52423,0.866804,0.142837,0.0,0.857163,1.0,0.644131,0.092844,3,0.428571,12027.1,,6.153,6.04,,31.394,3.64,津 / 浜名湖 / 住之江
3654,武田光史,A1,25,19,23,2,0.76,0.24,0.92,0.08,0.565699,0.750335,0.114962,0.02222,0.885038,0.97778,0.630322,0.082502,5,0.833333,26353.3,49280.0,6.012,6.934,,33.586,3.2,三国 / 平和島 / 若松
5220,青木 蓮,A1,25,19,23,2,0.76,0.24,0.92,0.08,0.565699,0.750335,0.114962,0.02222,0.885038,0.97778,0.630322,0.082502,3,0.5,26951.7,60905.0,6.1,5.39,,33.122,1.6,戸田 / 尼崎 / 大村
4036,金田 諭,A1,25,18,24,1,0.72,0.28,0.96,0.04,0.52423,0.804555,0.142837,0.007096,0.857163,0.992904,0.622344,0.095327,3,0.428571,16282.9,81050.0,6.214,6.41,,32.313,1.84,平和島 / 徳山 / 宮島
4467,渡邉俊介,A2,25,18,24,1,0.72,0.28,0.96,0.04,0.52423,0.804555,0.142837,0.007096,0.857163,0.992904,0.622344,0.095327,3,0.428571,10017.1,12030.0,6.462,5.173,,31.808,1.92,徳山 / びわこ / 常滑
4535,北山康介,A1,25,18,24,1,0.72,0.28,0.96,0.04,0.52423,0.804555,0.142837,0.007096,0.857163,0.992904,0.622344,0.095327,3,0.428571,19401.4,10150.0,6.435,7.076,,28.623,2.44,江戸川 / 大村 / 丸亀
4713,白神 優,A1,25,18,24,1,0.72,0.28,0.96,0.04,0.52423,0.804555,0.142837,0.007096,0.857163,0.992904,0.622344,0.095327,4,0.571429,8837.1,11250.0,6.797,6.925,,33.341,2.76,児島 / 住之江 / 唐津
3966,作間 章,A1,25,19,22,3,0.76,0.24,0.88,0.12,0.565699,0.700438,0.114962,0.041667,0.885038,0.958333,0.612858,0.089309,4,0.666667,14626.7,11366.7,6.527,6.29,,33.452,3.12,三国 / 宮島 / 常滑
5145,島川海輝,A2,25,18,23,2,0.72,0.28,0.92,0.08,0.52423,0.750335,0.142837,0.02222,0.857163,0.97778,0.603367,0.100621,2,0.285714,54191.4,176585.0,5.952,5.762,,18.342,2.36,下関 / 徳山 / 浜名湖
4095,福来 剛,A1,25,18,22,3,0.72,0.28,0.88,0.12,0.52423,0.700438,0.142837,0.041667,0.857163,0.958333,0.585903,0.107427,4,0.571429,9047.1,14926.7,7.158,6.265,,29.593,2.12,江戸川 / 多摩川 / 大村
3412,鈴木 博,A2,25,17,23,2,0.68,0.32,0.92,0.08,0.484099,0.750335,0.17205,0.02222,0.82795,0.97778,0.577282,0.119609,3,0.375,12042.5,24360.0,6.531,5.694,,26.671,2.12,丸亀 / 徳山 / 三国
3833,中辻博訓,A1,25,17,23,2,0.68,0.32,0.92,0.08,0.484099,0.750335,0.17205,0.02222,0.82795,0.97778,0.577282,0.119609,4,0.5,16135.0,36640.0,6.332,6.621,,32.232,3.32,丸亀 / 徳山 / 蒲郡
3961,谷村一哉,A2,25,17,23,2,0.68,0.32,0.92,0.08,0.484099,0.750335,0.17205,0.02222,0.82795,0.97778,0.577282,0.119609,4,0.5,16583.8,38540.0,6.553,6.513,,32.448,3.12,徳山 / 下関 / 児島
4907,小池修平,A1,25,17,23,2,0.68,0.32,0.92,0.08,0.484099,0.750335,0.17205,0.02222,0.82795,0.97778,0.577282,0.119609,6,0.75,25545.0,66800.0,6.939,6.869,,25.755,2.08,住之江 / 江戸川 / 多摩川
4496,内堀 学,A2,25,18,21,4,0.72,0.28,0.84,0.16,0.52423,0.65346,0.142837,0.064033,0.857163,0.935967,0.569461,0.115256,6,0.857143,16702.9,21712.5,6.886,6.055,,38.624,2.12,蒲郡 / 平和島 / 多摩川
4734,安河内将,A1,25,15,25,0,0.6,0.4,1.0,0.0,0.407391,0.866804,0.234031,0.0,0.765969,1.0,0.568186,0.15212,4,0.4,12288.0,,7.21,6.56,,27.86,3.24,唐津 / 住之江 / 芦屋
4199,北川潤二,A2,25,17,22,3,0.68,0.32,0.88,0.12,0.484099,0.700438,0.17205,0.041667,0.82795,0.958333,0.559818,0.126416,2,0.25,16975.0,39346.7,6.575,6.4,,32.19,3.36,児島 / 平和島 / 住之江
3952,中澤和志,A1,25,16,23,2,0.64,0.36,0.92,0.08,0.445182,0.750335,0.202477,0.02222,0.797523,0.97778,0.551985,0.139387,4,0.444444,9250.0,8205.0,6.716,6.15,,30.58,2.68,戸田 / 芦屋 / 大村
4773,中川りな,A2,25,16,23,2,0.64,0.36,0.92,0.08,0.445182,0.750335,0.202477,0.02222,0.797523,0.97778,0.551985,0.139387,4,0.444444,12135.6,24870.0,5.706,5.214,,26.249,2.12,福岡 / 徳山 / びわこ
3960,菊地孝平,A1,25,17,21,4,0.68,0.32,0.84,0.16,0.484099,0.65346,0.17205,0.064033,0.82795,0.935967,0.543375,0.134244,5,0.625,18911.2,18897.5,6.702,6.467,,34.159,2.32,浜名湖 / 常滑 / 宮島
4983,前田篤哉,A1,25,15,22,3,0.6,0.4,0.88,0.12,0.407391,0.700438,0.234031,0.041667,0.765969,0.958333,0.509958,0.166703,6,0.6,52745.0,145470.0,6.973,5.675,,38.259,1.76,常滑 / 住之江 / 徳山
4118,宇佐見淳,A1,25,13,24,1,0.52,0.48,0.96,0.04,0.334982,0.804555,0.30031,0.007096,0.69969,0.992904,0.499333,0.197685,4,0.333333,15975.0,15820.0,6.184,6.357,,38.274,2.88,浜名湖 / 常滑 / 下関
4994,山本梨菜,A1,25,15,21,4,0.6,0.4,0.84,0.16,0.407391,0.65346,0.234031,0.064033,0.765969,0.935967,0.493515,0.174532,7,0.7,24181.0,44477.5,6.065,4.566,,29.241,1.84,唐津 / 大村 / 芦屋
5018,竹下大樹,A1,24,22,22,2,0.916667,0.083333,0.916667,0.083333,0.741508,0.741508,0.023158,0.023158,0.976842,0.976842,0.741508,0.023158,2,1.0,21305.0,21305.0,6.353,6.094,,40.331,1.958,福岡 / 下関 / 若松
4311,岡村 仁,A1,24,21,23,1,0.875,0.125,0.958333,0.041667,0.689957,0.797578,0.043443,0.007393,0.956557,0.992607,0.727624,0.030825,2,0.666667,14993.3,30620.0,6.499,6.727,,25.234,3.292,住之江 / 江戸川 / 蒲郡
4471,新田泰章,A1,24,21,23,1,0.875,0.125,0.958333,0.041667,0.689957,0.797578,0.043443,0.007393,0.956557,0.992607,0.727624,0.030825,1,0.333333,9836.7,8320.0,6.996,5.697,,29.799,3.958,宮島 / びわこ / 三国
5016,宮田龍馬,A1,24,21,23,1,0.875,0.125,0.958333,0.041667,0.689957,0.797578,0.043443,0.007393,0.956557,0.992607,0.727624,0.030825,2,0.666667,17783.3,25500.0,6.643,6.249,,38.808,1.667,尼崎 / 芦屋 / 大村
4278,藤岡俊介,A1,24,20,23,1,0.833333,0.166667,0.958333,0.041667,0.641465,0.797578,0.066786,0.007393,0.933214,0.992607,0.696105,0.045998,2,0.5,24637.5,75470.0,6.797,6.711,,31.488,3.292,住之江 / 若松 / 尼崎
4171,榎 幸司,A2,24,20,22,2,0.833333,0.166667,0.916667,0.083333,0.641465,0.741508,0.066786,0.023158,0.933214,0.976842,0.67648,0.051516,3,0.75,37525.0,31260.0,6.168,6.359,,32.941,4.167,大村 / 下関 / 徳山
3918,深井利寿,A2,24,19,23,1,0.791667,0.208333,0.958333,0.041667,0.595292,0.797578,0.092447,0.007393,0.907553,0.992607,0.666092,0.062678,1,0.2,4824.0,3780.0,6.232,6.22,,36.988,2.542,びわこ / 徳山 / 芦屋
4256,渡辺浩司,A1,24,19,23,1,0.791667,0.208333,0.958333,0.041667,0.595292,0.797578,0.092447,0.007393,0.907553,0.992607,0.666092,0.062678,1,0.2,9116.0,26780.0,6.981,7.065,,28.065,2.333,芦屋 / 福岡 / 唐津
4514,上條嘉嗣,A1,24,19,23,1,0.791667,0.208333,0.958333,0.041667,0.595292,0.797578,0.092447,0.007393,0.907553,0.992607,0.666092,0.062678,2,0.4,14988.0,33410.0,6.684,6.762,,33.533,2.25,児島 / 宮島 / 尼崎
4515,藤田浩人,A2,24,19,22,2,0.791667,0.208333,0.916667,0.083333,0.595292,0.741508,0.092447,0.023158,0.907553,0.976842,0.646467,0.068196,4,0.8,22166.0,19780.0,6.06,5.633,,30.791,2.417,唐津 / 蒲郡 / 徳山
4543,重木輝彦,A1,24,19,22,2,0.791667,0.208333,0.916667,0.083333,0.595292,0.741508,0.092447,0.023158,0.907553,0.976842,0.646467,0.068196,2,0.4,13868.0,23515.0,6.712,6.448,,33.286,1.833,津 / 宮島 / 児島
4762,藤原啓史,A1,24,18,23,1,0.75,0.25,0.958333,0.041667,0.551002,0.797578,0.119992,0.007393,0.880008,0.992607,0.637303,0.080582,2,0.333333,14726.7,13100.0,6.681,6.942,,26.043,2.208,児島 / 芦屋 / 宮島
4967,中村魁生,A1,24,18,23,1,0.75,0.25,0.958333,0.041667,0.551002,0.797578,0.119992,0.007393,0.880008,0.992607,0.637303,0.080582,2,0.333333,14310.0,15550.0,6.576,4.973,,30.952,1.75,児島 / 住之江 / 芦屋
4776,竹田和哉,A1,24,17,24,0,0.708333,0.291667,1.0,0.0,0.508319,0.862019,0.149145,0.0,0.850855,1.0,0.632114,0.096944,1,0.142857,8302.9,,6.785,6.621,,28.758,3.417,びわこ / 丸亀 / 鳴門
3874,山本寛久,A1,24,17,23,1,0.708333,0.291667,0.958333,0.041667,0.508319,0.797578,0.149145,0.007393,0.850855,0.992607,0.60956,0.099532,2,0.285714,8307.1,32170.0,6.066,6.541,,29.795,1.792,芦屋 / 宮島 / 江戸川
4042,丸岡正典,A2,24,18,21,3,0.75,0.25,0.875,0.125,0.551002,0.689957,0.119992,0.043443,0.880008,0.956557,0.599636,0.0932,3,0.5,13780.0,13393.3,6.278,6.317,,32.422,2.667,住之江 / 児島 / 尼崎
4050,田口節子,A1,24,17,22,2,0.708333,0.291667,0.916667,0.083333,0.508319,0.741508,0.149145,0.023158,0.850855,0.976842,0.589935,0.105049,4,0.571429,18218.6,16490.0,6.779,7.037,,27.669,2.833,唐津 / 児島 / 三国
4786,佐藤博亮,A1,24,17,22,2,0.708333,0.291667,0.916667,0.083333,0.508319,0.741508,0.149145,0.023158,0.850855,0.976842,0.589935,0.105049,3,0.428571,73137.1,234865.0,6.812,5.739,,33.49,2.208,蒲郡 / 常滑 / 児島
4000,松本博昭,A2,24,16,23,1,0.666667,0.333333,0.958333,0.041667,0.46706,0.797578,0.17972,0.007393,0.82028,0.992607,0.582741,0.119406,3,0.375,32790.0,68540.0,6.017,5.3,,29.451,2.458,びわこ / 江戸川 / 宮島
4826,井上一輝,A1,24,17,21,3,0.708333,0.291667,0.875,0.125,0.508319,0.689957,0.149145,0.043443,0.850855,0.956557,0.571893,0.112149,3,0.428571,10417.1,17296.7,6.93,6.725,,31.963,2.208,住之江 / 江戸川 / 芦屋
4516,野口勝弘,A2,24,16,22,2,0.666667,0.333333,0.916667,0.083333,0.46706,0.741508,0.17972,0.023158,0.82028,0.976842,0.563116,0.124923,5,0.625,15060.0,20920.0,6.253,6.185,,30.455,1.625,蒲郡 / 若松 / 戸田
5275,松田淳平,A2,24,16,22,2,0.666667,0.333333,0.916667,0.083333,0.46706,0.741508,0.17972,0.023158,0.82028,0.976842,0.563116,0.124923,1,0.125,6310.0,13975.0,6.493,4.187,,33.54,1.917,尼崎 / 津 / 江戸川
3811,石田章央,A2,24,16,21,3,0.666667,0.333333,0.875,0.125,0.46706,0.689957,0.17972,0.043443,0.82028,0.956557,0.545074,0.132023,1,0.125,4801.2,4960.0,6.157,6.317,,29.724,2.292,戸田 / 宮島 / 桐生
3942,寺田 祥,A1,24,16,21,3,0.666667,0.333333,0.875,0.125,0.46706,0.689957,0.17972,0.043443,0.82028,0.956557,0.545074,0.132023,4,0.5,37887.5,79386.7,6.862,7.116,,31.613,3.208,下関 / 若松 / 芦屋
4679,植田太一,A1,24,16,21,3,0.666667,0.333333,0.875,0.125,0.46706,0.689957,0.17972,0.043443,0.82028,0.956557,0.545074,0.132023,1,0.125,7837.5,10130.0,5.605,4.985,,32.152,1.958,徳山 / 江戸川 / 芦屋
4290,稲田浩二,A1,24,14,23,1,0.583333,0.416667,0.958333,0.041667,0.388343,0.797578,0.244673,0.007393,0.755327,0.992607,0.531575,0.161625,6,0.6,16534.0,25680.0,6.821,6.991,,32.369,2.875,尼崎 / 住之江 / 若松
4834,浜本裕己,A2,24,14,23,1,0.583333,0.416667,0.958333,0.041667,0.388343,0.797578,0.244673,0.007393,0.755327,0.992607,0.531575,0.161625,2,0.2,6474.0,6770.0,5.862,4.317,,28.291,2.375,蒲郡 / 児島 / 常滑
3618,海野ゆか,A1,24,15,20,4,0.625,0.375,0.833333,0.166667,0.427096,0.641465,0.211591,0.066786,0.788409,0.933214,0.502125,0.160909,2,0.222222,10310.0,16865.0,6.201,6.296,,36.073,3.083,徳山 / 宮島 / 平和島
4769,馬場 剛,A2,24,15,20,4,0.625,0.375,0.833333,0.166667,0.427096,0.641465,0.211591,0.066786,0.788409,0.933214,0.502125,0.160909,5,0.555556,30822.2,52152.5,6.229,5.298,,29.762,3.0,江戸川 / 福岡 / 芦屋
4590,渡邉優美,A1,24,14,21,3,0.583333,0.416667,0.875,0.125,0.388343,0.689957,0.244673,0.043443,0.755327,0.956557,0.493908,0.174243,4,0.4,22647.0,57843.3,6.52,7.055,,40.555,2.75,丸亀 / 福岡 / 唐津
3422,服部幸男,A1,24,15,18,6,0.625,0.375,0.75,0.25,0.427096,0.551002,0.211591,0.119992,0.788409,0.880008,0.470463,0.179532,6,0.666667,25556.7,36438.3,6.159,6.81,,34.576,2.875,徳山 / 蒲郡 / 浜名湖
4497,桑原 悠,A1,23,21,22,1,0.913043,0.086957,0.956522,0.043478,0.732036,0.790084,0.024179,0.007716,0.975821,0.992284,0.752353,0.018417,2,1.0,52675.0,52510.0,6.367,6.307,,29.458,2.391,蒲郡 / 大村 / 芦屋
4013,中島孝平,A1,23,20,22,1,0.869565,0.130435,0.956522,0.043478,0.678721,0.790084,0.045376,0.007716,0.954624,0.992284,0.717698,0.032195,1,0.333333,14056.7,31510.0,7.064,7.191,,34.866,4.522,津 / 唐津 / 三国
4102,益田啓司,A1,23,20,22,1,0.869565,0.130435,0.956522,0.043478,0.678721,0.790084,0.045376,0.007716,0.954624,0.992284,0.717698,0.032195,1,0.333333,34916.7,100430.0,6.458,6.302,,27.47,2.348,芦屋 / 若松 / 平和島
4545,岡村慶太,A1,23,20,21,2,0.869565,0.130435,0.913043,0.086957,0.678721,0.732036,0.045376,0.024179,0.954624,0.975821,0.697381,0.037957,2,0.666667,16316.7,22540.0,6.879,6.263,,36.376,2.391,若松 / 三国 / 浜名湖
3941,池田浩二,A1,23,18,22,1,0.782609,0.217391,0.956522,0.043478,0.580961,0.790084,0.096638,0.007716,0.903362,0.992284,0.654154,0.065516,4,0.8,18996.0,35590.0,8.02,7.11,,38.001,2.435,蒲郡 / 宮島 / 若松
