ranking_source,top_k,mode,formation,respect_skip,place_name,target_races,settled_races,bought_races,skipped_races,total_points,purchase_yen,return_yen,profit_yen,roi_pct,roi_without_max_hit_pct,hit_count,hit_rate_pct,manshu_hit_count,manshu_hit_rate_pct,selected_manshu_races,manshu_capture_rate_pct,avg_hit_payout_yen,median_hit_payout_yen,max_hit_payout_yen,max_losing_streak,max_drawdown_yen,sample_dates
all,1,morning,C,False,三国,3,3,3,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,3600,3
all,1,morning,C,False,丸亀,7,6,6,1,72,7200,2270,-4930,31.53,0.0,1,16.67,0,0.0,3,0.0,2270,2270,2270,3,4930,7
all,1,morning,C,False,住之江,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,morning,C,False,児島,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,morning,C,False,多摩川,6,6,5,1,60,6000,980,-5020,16.33,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,5020,6
all,1,morning,C,False,大村,4,4,4,0,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,4,4800,4
all,1,morning,C,False,尼崎,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,morning,C,False,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,C,False,平和島,2,2,2,0,24,2400,10930,8530,455.42,0.0,1,50.0,1,50.0,1,100.0,10930,10930,10930,1,1200,2
all,1,morning,C,False,徳山,2,2,2,0,24,2400,13680,11280,570.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,1200,2
all,1,morning,C,False,戸田,6,6,2,4,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,6
all,1,morning,C,False,桐生,3,3,2,1,24,2400,1180,-1220,49.17,0.0,1,50.0,0,0.0,1,0.0,1180,1180,1180,1,1220,3
all,1,morning,C,False,江戸川,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,morning,C,False,津,2,2,2,0,24,2400,44890,42490,1870.42,0.0,1,50.0,1,50.0,1,100.0,44890,44890,44890,1,1200,2
all,1,morning,C,False,浜名湖,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,2400,2
all,1,morning,C,False,福岡,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,2
all,1,morning,C,False,若松,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,morning,C,False,蒲郡,3,3,3,0,36,3600,1890,-1710,52.5,0.0,1,33.33,0,0.0,1,0.0,1890,1890,1890,2,2400,3
all,1,morning,C,False,鳴門,3,3,3,0,36,3600,7380,3780,205.0,93.61,2,66.67,0,0.0,0,,3690,3690.0,4010,1,1200,3
all,1,morning,C,True,びわこ,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,morning,C,True,三国,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,morning,C,True,丸亀,7,6,4,3,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,4,4800,7
all,1,morning,C,True,住之江,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,C,True,児島,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,C,True,多摩川,6,6,5,1,60,6000,980,-5020,16.33,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,5020,6
all,1,morning,C,True,大村,4,4,1,3,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,4
all,1,morning,C,True,尼崎,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,morning,C,True,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,C,True,平和島,2,2,1,1,12,1200,10930,9730,910.83,0.0,1,100.0,1,100.0,1,100.0,10930,10930,10930,0,0,2
all,1,morning,C,True,徳山,2,2,2,0,24,2400,13680,11280,570.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,1200,2
all,1,morning,C,True,戸田,6,6,2,4,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,6
all,1,morning,C,True,桐生,3,3,1,2,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,3
all,1,morning,C,True,江戸川,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,morning,C,True,津,2,2,2,0,24,2400,44890,42490,1870.42,0.0,1,50.0,1,50.0,1,100.0,44890,44890,44890,1,1200,2
all,1,morning,C,True,浜名湖,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,2400,2
all,1,morning,C,True,福岡,2,2,1,1,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,0,,,,,1,1200,2
all,1,morning,C,True,若松,3,3,1,2,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,3
all,1,morning,C,True,蒲郡,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,morning,C,True,鳴門,3,3,1,2,12,1200,4010,2810,334.17,0.0,1,100.0,0,0.0,0,,4010,4010,4010,0,0,3
all,1,morning,D,False,びわこ,1,1,1,0,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,1
all,1,morning,D,False,三国,3,3,3,0,27,2700,0,-2700,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,2700,3
all,1,morning,D,False,丸亀,7,6,6,1,54,5400,2270,-3130,42.04,0.0,1,16.67,0,0.0,3,0.0,2270,2270,2270,3,3130,7
all,1,morning,D,False,住之江,1,1,1,0,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,1
all,1,morning,D,False,児島,1,1,1,0,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,1
all,1,morning,D,False,多摩川,6,6,5,1,45,4500,980,-3520,21.78,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,3520,6
all,1,morning,D,False,大村,4,4,4,0,36,3600,7410,3810,205.83,0.0,1,25.0,0,0.0,1,0.0,7410,7410,7410,3,2700,4
all,1,morning,D,False,尼崎,3,3,2,1,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,3
all,1,morning,D,False,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,D,False,平和島,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,2
all,1,morning,D,False,徳山,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,2
all,1,morning,D,False,戸田,6,6,2,4,18,1800,1000,-800,55.56,0.0,1,50.0,0,0.0,0,,1000,1000,1000,1,900,6
all,1,morning,D,False,桐生,3,3,2,1,18,1800,1180,-620,65.56,0.0,1,50.0,0,0.0,1,0.0,1180,1180,1180,1,900,3
all,1,morning,D,False,江戸川,1,1,1,0,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,1
all,1,morning,D,False,津,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,2
all,1,morning,D,False,浜名湖,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,1800,2
all,1,morning,D,False,福岡,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,0,,,,,2,1800,2
all,1,morning,D,False,若松,3,3,2,1,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,3
all,1,morning,D,False,蒲郡,3,3,3,0,27,2700,1890,-810,70.0,0.0,1,33.33,0,0.0,1,0.0,1890,1890,1890,2,1800,3
all,1,morning,D,False,鳴門,3,3,3,0,27,2700,7380,4680,273.33,124.81,2,66.67,0,0.0,0,,3690,3690.0,4010,1,900,3
all,1,morning,D,True,びわこ,1,1,1,0,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,1
all,1,morning,D,True,三国,3,3,2,1,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,3
all,1,morning,D,True,丸亀,7,6,4,3,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,4,3600,7
all,1,morning,D,True,住之江,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,D,True,児島,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,D,True,多摩川,6,6,5,1,45,4500,980,-3520,21.78,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,3520,6
all,1,morning,D,True,大村,4,4,1,3,9,900,7410,6510,823.33,0.0,1,100.0,0,0.0,1,0.0,7410,7410,7410,0,0,4
all,1,morning,D,True,尼崎,3,3,2,1,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,3
all,1,morning,D,True,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,morning,D,True,平和島,2,2,1,1,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,2
all,1,morning,D,True,徳山,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,2
all,1,morning,D,True,戸田,6,6,2,4,18,1800,1000,-800,55.56,0.0,1,50.0,0,0.0,0,,1000,1000,1000,1,900,6
all,1,morning,D,True,桐生,3,3,1,2,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,3
all,1,morning,D,True,江戸川,1,1,1,0,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,1
all,1,morning,D,True,津,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,2
all,1,morning,D,True,浜名湖,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,1800,2
all,1,morning,D,True,福岡,2,2,1,1,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,0,,,,,1,900,2
all,1,morning,D,True,若松,3,3,1,2,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,3
all,1,morning,D,True,蒲郡,3,3,2,1,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,3
all,1,morning,D,True,鳴門,3,3,1,2,9,900,4010,3110,445.56,0.0,1,100.0,0,0.0,0,,4010,4010,4010,0,0,3
all,1,preview,A,False,びわこ,1,1,1,0,24,2400,11180,8780,465.83,0.0,1,100.0,1,100.0,1,100.0,11180,11180,11180,0,0,1
all,1,preview,A,False,三国,3,3,3,0,72,7200,1990,-5210,27.64,0.0,1,33.33,0,0.0,1,0.0,1990,1990,1990,2,5210,3
all,1,preview,A,False,丸亀,7,6,6,1,144,14400,37230,22830,258.54,26.04,3,50.0,1,16.67,3,33.33,12410,2270,33480,2,8250,7
all,1,preview,A,False,住之江,1,1,1,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,1
all,1,preview,A,False,児島,1,1,1,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,1
all,1,preview,A,False,多摩川,6,6,5,1,120,12000,980,-11020,8.17,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,11020,6
all,1,preview,A,False,大村,4,4,4,0,96,9600,7410,-2190,77.19,0.0,1,25.0,0,0.0,1,0.0,7410,7410,7410,3,7200,4
all,1,preview,A,False,尼崎,3,3,2,1,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,4800,3
all,1,preview,A,False,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,A,False,平和島,2,2,2,0,48,4800,12340,7540,257.08,29.38,2,100.0,1,50.0,1,100.0,6170,6170.0,10930,0,990,2
all,1,preview,A,False,徳山,2,2,2,0,48,4800,13680,8880,285.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,2400,2
all,1,preview,A,False,戸田,6,6,2,4,48,4800,1000,-3800,20.83,0.0,1,50.0,0,0.0,0,,1000,1000,1000,1,3800,6
all,1,preview,A,False,桐生,3,3,2,1,48,4800,1680,-3120,35.0,0.0,1,50.0,0,0.0,1,0.0,1680,1680,1680,1,3120,3
all,1,preview,A,False,江戸川,1,1,1,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,1
all,1,preview,A,False,津,2,2,2,0,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,4800,2
all,1,preview,A,False,浜名湖,2,2,2,0,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,4800,2
all,1,preview,A,False,福岡,2,2,2,0,48,4800,7860,3060,163.75,43.12,2,100.0,0,0.0,0,,3930,3930.0,5790,0,330,2
all,1,preview,A,False,若松,3,3,2,1,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,4800,3
all,1,preview,A,False,蒲郡,3,3,3,0,72,7200,1890,-5310,26.25,0.0,1,33.33,0,0.0,1,0.0,1890,1890,1890,2,5310,3
all,1,preview,A,False,鳴門,3,3,3,0,72,7200,7380,180,102.5,46.81,2,66.67,0,0.0,0,,3690,3690.0,4010,1,2400,3
all,1,preview,A,True,びわこ,1,1,1,0,24,2400,11180,8780,465.83,0.0,1,100.0,1,100.0,1,100.0,11180,11180,11180,0,0,1
all,1,preview,A,True,三国,3,3,2,1,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,4800,3
all,1,preview,A,True,丸亀,7,6,3,4,72,7200,33480,26280,465.0,0.0,1,33.33,1,33.33,3,33.33,33480,33480,33480,2,4800,7
all,1,preview,A,True,住之江,1,1,1,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,1
all,1,preview,A,True,児島,1,1,1,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,1
all,1,preview,A,True,多摩川,6,6,5,1,120,12000,980,-11020,8.17,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,11020,6
all,1,preview,A,True,大村,4,4,1,3,24,2400,7410,5010,308.75,0.0,1,100.0,0,0.0,1,0.0,7410,7410,7410,0,0,4
all,1,preview,A,True,尼崎,3,3,1,2,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,3
all,1,preview,A,True,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,A,True,平和島,2,2,1,1,24,2400,10930,8530,455.42,0.0,1,100.0,1,100.0,1,100.0,10930,10930,10930,0,0,2
all,1,preview,A,True,徳山,2,2,2,0,48,4800,13680,8880,285.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,2400,2
all,1,preview,A,True,戸田,6,6,2,4,48,4800,1000,-3800,20.83,0.0,1,50.0,0,0.0,0,,1000,1000,1000,1,3800,6
all,1,preview,A,True,桐生,3,3,1,2,24,2400,1680,-720,70.0,0.0,1,100.0,0,0.0,1,0.0,1680,1680,1680,0,720,3
all,1,preview,A,True,江戸川,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,A,True,津,2,2,1,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,2
all,1,preview,A,True,浜名湖,2,2,2,0,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,4800,2
all,1,preview,A,True,福岡,2,2,2,0,48,4800,7860,3060,163.75,43.12,2,100.0,0,0.0,0,,3930,3930.0,5790,0,330,2
all,1,preview,A,True,若松,3,3,1,2,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,2400,3
all,1,preview,A,True,蒲郡,3,3,2,1,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,4800,3
all,1,preview,A,True,鳴門,3,3,2,1,48,4800,7380,2580,153.75,70.21,2,100.0,0,0.0,0,,3690,3690.0,4010,0,0,3
all,1,preview,B,False,びわこ,1,1,1,0,18,1800,11180,9380,621.11,0.0,1,100.0,1,100.0,1,100.0,11180,11180,11180,0,0,1
all,1,preview,B,False,三国,3,3,3,0,54,5400,0,-5400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,5400,3
all,1,preview,B,False,丸亀,7,6,6,1,108,10800,35750,24950,331.02,21.02,2,33.33,1,16.67,3,33.33,17875,17875.0,33480,3,6730,7
all,1,preview,B,False,住之江,1,1,1,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,1
all,1,preview,B,False,児島,1,1,1,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,1
all,1,preview,B,False,多摩川,6,6,5,1,90,9000,980,-8020,10.89,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,8020,6
all,1,preview,B,False,大村,4,4,4,0,72,7200,0,-7200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,4,7200,4
all,1,preview,B,False,尼崎,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,3
all,1,preview,B,False,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,B,False,平和島,2,2,2,0,36,3600,12340,8740,342.78,39.17,2,100.0,1,50.0,1,100.0,6170,6170.0,10930,0,390,2
all,1,preview,B,False,徳山,2,2,2,0,36,3600,13680,10080,380.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,1800,2
all,1,preview,B,False,戸田,6,6,2,4,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,0,,,,,2,3600,6
all,1,preview,B,False,桐生,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,3
all,1,preview,B,False,江戸川,1,1,1,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,1
all,1,preview,B,False,津,2,2,2,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,2
all,1,preview,B,False,浜名湖,2,2,2,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,3600,2
all,1,preview,B,False,福岡,2,2,2,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,0,,,,,2,3600,2
all,1,preview,B,False,若松,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,3
all,1,preview,B,False,蒲郡,3,3,3,0,54,5400,1890,-3510,35.0,0.0,1,33.33,0,0.0,1,0.0,1890,1890,1890,2,3600,3
all,1,preview,B,False,鳴門,3,3,3,0,54,5400,3370,-2030,62.41,0.0,1,33.33,0,0.0,0,,3370,3370,3370,2,3600,3
all,1,preview,B,True,びわこ,1,1,1,0,18,1800,11180,9380,621.11,0.0,1,100.0,1,100.0,1,100.0,11180,11180,11180,0,0,1
all,1,preview,B,True,三国,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,3
all,1,preview,B,True,丸亀,7,6,3,4,54,5400,33480,28080,620.0,0.0,1,33.33,1,33.33,3,33.33,33480,33480,33480,2,3600,7
all,1,preview,B,True,住之江,1,1,1,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,1
all,1,preview,B,True,児島,1,1,1,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,1
all,1,preview,B,True,多摩川,6,6,5,1,90,9000,980,-8020,10.89,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,8020,6
all,1,preview,B,True,大村,4,4,1,3,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,4
all,1,preview,B,True,尼崎,3,3,1,2,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,3
all,1,preview,B,True,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,B,True,平和島,2,2,1,1,18,1800,10930,9130,607.22,0.0,1,100.0,1,100.0,1,100.0,10930,10930,10930,0,0,2
all,1,preview,B,True,徳山,2,2,2,0,36,3600,13680,10080,380.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,1800,2
all,1,preview,B,True,戸田,6,6,2,4,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,0,,,,,2,3600,6
all,1,preview,B,True,桐生,3,3,1,2,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,3
all,1,preview,B,True,江戸川,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,B,True,津,2,2,1,1,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,2
all,1,preview,B,True,浜名湖,2,2,2,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,3600,2
all,1,preview,B,True,福岡,2,2,2,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,0,,,,,2,3600,2
all,1,preview,B,True,若松,3,3,1,2,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,3
all,1,preview,B,True,蒲郡,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,3
all,1,preview,B,True,鳴門,3,3,2,1,36,3600,3370,-230,93.61,0.0,1,50.0,0,0.0,0,,3370,3370,3370,1,1800,3
all,1,preview,C,False,びわこ,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,preview,C,False,三国,3,3,3,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,3600,3
all,1,preview,C,False,丸亀,7,6,6,1,72,7200,2270,-4930,31.53,0.0,1,16.67,0,0.0,3,0.0,2270,2270,2270,3,4930,7
all,1,preview,C,False,住之江,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,preview,C,False,児島,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,preview,C,False,多摩川,6,6,5,1,60,6000,980,-5020,16.33,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,5020,6
all,1,preview,C,False,大村,4,4,4,0,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,4,4800,4
all,1,preview,C,False,尼崎,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,preview,C,False,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,C,False,平和島,2,2,2,0,24,2400,12340,9940,514.17,58.75,2,100.0,1,50.0,1,100.0,6170,6170.0,10930,0,0,2
all,1,preview,C,False,徳山,2,2,2,0,24,2400,13680,11280,570.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,1200,2
all,1,preview,C,False,戸田,6,6,2,4,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,6
all,1,preview,C,False,桐生,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,preview,C,False,江戸川,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,preview,C,False,津,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,2
all,1,preview,C,False,浜名湖,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,2400,2
all,1,preview,C,False,福岡,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,2
all,1,preview,C,False,若松,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,preview,C,False,蒲郡,3,3,3,0,36,3600,1890,-1710,52.5,0.0,1,33.33,0,0.0,1,0.0,1890,1890,1890,2,2400,3
all,1,preview,C,False,鳴門,3,3,3,0,36,3600,3370,-230,93.61,0.0,1,33.33,0,0.0,0,,3370,3370,3370,2,2400,3
all,1,preview,C,True,びわこ,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,preview,C,True,三国,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,1,preview,C,True,丸亀,7,6,3,4,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,3,3600,7
all,1,preview,C,True,住之江,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,preview,C,True,児島,1,1,1,0,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,1
all,1,preview,C,True,多摩川,6,6,5,1,60,6000,980,-5020,16.33,0.0,1,20.0,0,0.0,4,0.0,980,980,980,3,5020,6
all,1,preview,C,True,大村,4,4,1,3,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,4
all,1,preview,C,True,尼崎,3,3,1,2,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,3
all,1,preview,C,True,常滑,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,C,True,平和島,2,2,1,1,12,1200,10930,9730,910.83,0.0,1,100.0,1,100.0,1,100.0,10930,10930,10930,0,0,2
all,1,preview,C,True,徳山,2,2,2,0,24,2400,13680,11280,570.0,0.0,1,50.0,1,50.0,1,100.0,13680,13680,13680,1,1200,2
all,1,preview,C,True,戸田,6,6,2,4,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,6
all,1,preview,C,True,桐生,3,3,1,2,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,3
all,1,preview,C,True,江戸川,1,1,0,1,0,0,0,0,,,0,,0,,1,0.0,,,,0,0,1
all,1,preview,C,True,津,2,2,1,1,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,2
all,1,preview,C,True,浜名湖,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,2400,2
all,1,preview,C,True,福岡,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,2
