ranking_source,top_k,mode,formation,respect_skip,place_name,target_races,settled_races,bought_races,skipped_races,total_points,purchase_yen,return_yen,profit_yen,roi_pct,roi_without_max_hit_pct,hit_count,hit_rate_pct,manshu_hit_count,manshu_hit_rate_pct,selected_manshu_races,manshu_capture_rate_pct,avg_hit_payout_yen,median_hit_payout_yen,max_hit_payout_yen,max_losing_streak,max_drawdown_yen,sample_dates
all,3,preview,B,False,福岡,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,0,,,,,2,3600,3
all,3,preview,B,False,芦屋,2,2,2,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,1
all,3,preview,B,False,若松,7,6,5,2,90,9000,0,-9000,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,5,9000,6
all,3,preview,B,False,蒲郡,8,8,8,0,144,14400,1890,-12510,13.12,0.0,1,12.5,0,0.0,1,0.0,1890,1890,1890,7,12600,7
all,3,preview,B,False,鳴門,8,8,8,0,144,14400,9440,-4960,65.56,31.74,3,37.5,0,0.0,1,0.0,3146.67,3370,4870,3,8030,6
all,3,preview,B,True,びわこ,7,7,6,1,108,10800,13210,2410,122.31,18.8,2,33.33,1,16.67,4,25.0,6605,6605.0,11180,3,6970,6
all,3,preview,B,True,三国,13,13,8,5,144,14400,39020,24620,270.97,38.4,2,25.0,1,12.5,5,20.0,19510,19510.0,33490,5,9000,10
all,3,preview,B,True,下関,4,4,3,1,54,5400,1540,-3860,28.52,0.0,1,33.33,0,0.0,1,0.0,1540,1540,1540,2,3860,3
all,3,preview,B,True,丸亀,12,9,4,8,72,7200,33480,26280,465.0,0.0,1,25.0,1,25.0,3,33.33,33480,33480,33480,3,5400,9
all,3,preview,B,True,住之江,3,3,3,0,54,5400,0,-5400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,5400,2
all,3,preview,B,True,児島,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,3
all,3,preview,B,True,唐津,5,5,3,2,54,5400,0,-5400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,5400,5
all,3,preview,B,True,多摩川,16,16,10,6,180,18000,2420,-15580,13.44,5.44,2,20.0,0,0.0,4,0.0,1210,1210.0,1440,7,15580,13
all,3,preview,B,True,大村,8,8,4,4,72,7200,0,-7200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,4,7200,6
all,3,preview,B,True,宮島,9,9,2,7,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,3600,8
all,3,preview,B,True,尼崎,6,6,3,3,54,5400,5070,-330,93.89,0.0,1,33.33,0,0.0,1,0.0,5070,5070,5070,2,3600,6
all,3,preview,B,True,常滑,10,10,3,7,54,5400,0,-5400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,5400,8
all,3,preview,B,True,平和島,7,7,5,2,90,9000,22900,13900,254.44,133.0,3,60.0,1,20.0,1,100.0,7633.33,9240,10930,1,1800,7
all,3,preview,B,True,徳山,8,8,6,2,108,10800,18560,7760,171.85,45.19,2,33.33,1,16.67,2,50.0,9280,9280.0,13680,3,5400,7
all,3,preview,B,True,戸田,11,11,4,7,72,7200,0,-7200,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,4,7200,10
all,3,preview,B,True,桐生,4,4,2,2,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,3600,4
all,3,preview,B,True,江戸川,2,2,1,1,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1800,2
all,3,preview,B,True,津,8,8,4,4,72,7200,2420,-4780,33.61,0.0,1,25.0,0,0.0,3,0.0,2420,2420,2420,2,4780,8
all,3,preview,B,True,浜名湖,4,4,3,1,54,5400,18980,13580,351.48,0.0,1,33.33,1,33.33,3,33.33,18980,18980,18980,2,3600,3
all,3,preview,B,True,福岡,3,3,2,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,0,,,,,2,3600,3
all,3,preview,B,True,芦屋,2,2,2,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,3600,1
all,3,preview,B,True,若松,7,6,4,3,72,7200,0,-7200,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,4,7200,6
all,3,preview,B,True,蒲郡,8,8,5,3,90,9000,0,-9000,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,5,9000,7
all,3,preview,B,True,鳴門,8,8,6,2,108,10800,4570,-6230,42.31,11.11,2,33.33,0,0.0,1,0.0,2285,2285.0,3370,2,6230,6
all,3,preview,C,False,びわこ,7,7,7,0,84,8400,2030,-6370,24.17,0.0,1,14.29,0,0.0,4,0.0,2030,2030,2030,4,6370,6
all,3,preview,C,False,三国,13,13,12,1,144,14400,39020,24620,270.97,38.4,2,16.67,1,8.33,5,20.0,19510,19510.0,33490,6,7200,10
all,3,preview,C,False,下関,4,4,4,0,48,4800,1540,-3260,32.08,0.0,1,25.0,0,0.0,1,0.0,1540,1540,1540,3,3600,3
all,3,preview,C,False,丸亀,12,9,7,5,84,8400,2270,-6130,27.02,0.0,1,14.29,0,0.0,3,0.0,2270,2270,2270,3,6130,9
all,3,preview,C,False,住之江,3,3,3,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,3600,2
all,3,preview,C,False,児島,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,3,preview,C,False,唐津,5,5,5,0,60,6000,0,-6000,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,5,6000,5
all,3,preview,C,False,多摩川,16,16,13,3,156,15600,2420,-13180,15.51,6.28,2,15.38,0,0.0,4,0.0,1210,1210.0,1440,10,13420,13
all,3,preview,C,False,大村,8,8,8,0,96,9600,3020,-6580,31.46,0.0,1,12.5,0,0.0,1,0.0,3020,3020,3020,5,6580,6
all,3,preview,C,False,宮島,9,9,6,3,72,7200,2050,-5150,28.47,0.0,1,16.67,0,0.0,2,0.0,2050,2050,2050,3,5150,8
all,3,preview,C,False,尼崎,6,6,5,1,60,6000,5070,-930,84.5,0.0,1,20.0,0,0.0,1,0.0,5070,5070,5070,4,4800,6
all,3,preview,C,False,常滑,10,10,7,3,84,8400,5150,-3250,61.31,0.0,1,14.29,0,0.0,2,0.0,5150,5150,5150,4,4800,8
all,3,preview,C,False,平和島,7,7,7,0,84,8400,25350,16950,301.79,171.67,4,57.14,1,14.29,1,100.0,6337.5,6505.0,10930,2,2400,7
all,3,preview,C,False,徳山,8,8,7,1,84,8400,18560,10160,220.95,58.1,2,28.57,1,14.29,2,50.0,9280,9280.0,13680,4,4800,7
all,3,preview,C,False,戸田,11,11,6,5,72,7200,0,-7200,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,6,7200,10
all,3,preview,C,False,桐生,4,4,3,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,3600,4
all,3,preview,C,False,江戸川,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,2
all,3,preview,C,False,津,8,8,7,1,84,8400,2420,-5980,28.81,0.0,1,14.29,0,0.0,3,0.0,2420,2420,2420,3,5980,8
all,3,preview,C,False,浜名湖,4,4,3,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,3,3600,3
all,3,preview,C,False,福岡,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,3
all,3,preview,C,False,芦屋,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,1
all,3,preview,C,False,若松,7,6,5,2,60,6000,0,-6000,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,5,6000,6
all,3,preview,C,False,蒲郡,8,8,8,0,96,9600,1890,-7710,19.69,0.0,1,12.5,0,0.0,1,0.0,1890,1890,1890,7,8400,7
all,3,preview,C,False,鳴門,8,8,8,0,96,9600,9440,-160,98.33,47.6,3,37.5,0,0.0,1,0.0,3146.67,3370,4870,3,3830,6
all,3,preview,C,True,びわこ,7,7,6,1,72,7200,2030,-5170,28.19,0.0,1,16.67,0,0.0,4,0.0,2030,2030,2030,3,5170,6
all,3,preview,C,True,三国,13,13,8,5,96,9600,39020,29420,406.46,57.6,2,25.0,1,12.5,5,20.0,19510,19510.0,33490,5,6000,10
all,3,preview,C,True,下関,4,4,3,1,36,3600,1540,-2060,42.78,0.0,1,33.33,0,0.0,1,0.0,1540,1540,1540,2,2400,3
all,3,preview,C,True,丸亀,12,9,4,8,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,4,4800,9
all,3,preview,C,True,住之江,3,3,3,0,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,3600,2
all,3,preview,C,True,児島,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,3
all,3,preview,C,True,唐津,5,5,3,2,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,3600,5
all,3,preview,C,True,多摩川,16,16,10,6,120,12000,2420,-9580,20.17,8.17,2,20.0,0,0.0,4,0.0,1210,1210.0,1440,7,9820,13
all,3,preview,C,True,大村,8,8,4,4,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,4,4800,6
all,3,preview,C,True,宮島,9,9,2,7,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,2400,8
all,3,preview,C,True,尼崎,6,6,3,3,36,3600,5070,1470,140.83,0.0,1,33.33,0,0.0,1,0.0,5070,5070,5070,2,2400,6
all,3,preview,C,True,常滑,10,10,3,7,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,3600,8
all,3,preview,C,True,平和島,7,7,5,2,60,6000,20170,14170,336.17,154.0,2,40.0,1,20.0,1,100.0,10085,10085.0,10930,2,2400,7
all,3,preview,C,True,徳山,8,8,6,2,72,7200,18560,11360,257.78,67.78,2,33.33,1,16.67,2,50.0,9280,9280.0,13680,3,3600,7
all,3,preview,C,True,戸田,11,11,4,7,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,4,4800,10
all,3,preview,C,True,桐生,4,4,2,2,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,2400,4
all,3,preview,C,True,江戸川,2,2,1,1,12,1200,0,-1200,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,1200,2
all,3,preview,C,True,津,8,8,4,4,48,4800,2420,-2380,50.42,0.0,1,25.0,0,0.0,3,0.0,2420,2420,2420,2,2400,8
all,3,preview,C,True,浜名湖,4,4,3,1,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,3,3600,3
all,3,preview,C,True,福岡,3,3,2,1,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,0,,,,,2,2400,3
all,3,preview,C,True,芦屋,2,2,2,0,24,2400,0,-2400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,2400,1
all,3,preview,C,True,若松,7,6,4,3,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,4,4800,6
all,3,preview,C,True,蒲郡,8,8,5,3,60,6000,0,-6000,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,5,6000,7
all,3,preview,C,True,鳴門,8,8,6,2,72,7200,4570,-2630,63.47,16.67,2,33.33,0,0.0,1,0.0,2285,2285.0,3370,2,2630,6
all,3,preview,D,False,びわこ,7,7,7,0,63,6300,2030,-4270,32.22,0.0,1,14.29,0,0.0,4,0.0,2030,2030,2030,4,4270,6
all,3,preview,D,False,三国,13,13,12,1,108,10800,40960,30160,379.26,69.17,3,25.0,1,8.33,5,20.0,13653.33,5480,33490,4,3600,10
all,3,preview,D,False,下関,4,4,4,0,36,3600,1540,-2060,42.78,0.0,1,25.0,0,0.0,1,0.0,1540,1540,1540,3,2700,3
all,3,preview,D,False,丸亀,12,9,7,5,63,6300,2270,-4030,36.03,0.0,1,14.29,0,0.0,3,0.0,2270,2270,2270,3,4030,9
all,3,preview,D,False,住之江,3,3,3,0,27,2700,0,-2700,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,2700,2
all,3,preview,D,False,児島,3,3,2,1,18,1800,3850,2050,213.89,0.0,1,50.0,0,0.0,1,0.0,3850,3850,3850,1,900,3
all,3,preview,D,False,唐津,5,5,5,0,45,4500,5240,740,116.44,21.78,2,40.0,0,0.0,2,0.0,2620,2620.0,4260,2,1800,5
all,3,preview,D,False,多摩川,16,16,13,3,117,11700,980,-10720,8.38,0.0,1,7.69,0,0.0,4,0.0,980,980,980,11,10720,13
all,3,preview,D,False,大村,8,8,8,0,72,7200,9700,2500,134.72,41.94,2,25.0,0,0.0,1,0.0,4850,4850.0,6680,5,4500,6
all,3,preview,D,False,宮島,9,9,6,3,54,5400,2050,-3350,37.96,0.0,1,16.67,0,0.0,2,0.0,2050,2050,2050,3,3350,8
all,3,preview,D,False,尼崎,6,6,5,1,45,4500,5070,570,112.67,0.0,1,20.0,0,0.0,1,0.0,5070,5070,5070,4,3600,6
all,3,preview,D,False,常滑,10,10,7,3,63,6300,5150,-1150,81.75,0.0,1,14.29,0,0.0,2,0.0,5150,5150,5150,4,3600,8
all,3,preview,D,False,平和島,7,7,7,0,63,6300,23940,17640,380.0,206.51,3,42.86,1,14.29,1,100.0,7980,9240,10930,2,1800,7
all,3,preview,D,False,徳山,8,8,7,1,63,6300,0,-6300,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,7,6300,7
all,3,preview,D,False,戸田,11,11,6,5,54,5400,570,-4830,10.56,0.0,1,16.67,0,0.0,2,0.0,570,570,570,3,4830,10
all,3,preview,D,False,桐生,4,4,3,1,27,2700,0,-2700,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,2700,4
all,3,preview,D,False,江戸川,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,2
all,3,preview,D,False,津,8,8,7,1,63,6300,3540,-2760,56.19,17.78,2,28.57,0,0.0,3,0.0,1770,1770.0,2420,3,2980,8
all,3,preview,D,False,浜名湖,4,4,3,1,27,2700,0,-2700,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,3,2700,3
all,3,preview,D,False,福岡,3,3,2,1,18,1800,2070,270,115.0,0.0,1,50.0,0,0.0,0,,2070,2070,2070,1,900,3
all,3,preview,D,False,芦屋,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,1
all,3,preview,D,False,若松,7,6,5,2,45,4500,0,-4500,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,5,4500,6
all,3,preview,D,False,蒲郡,8,8,8,0,72,7200,4740,-2460,65.83,26.25,2,25.0,0,0.0,1,0.0,2370,2370.0,2850,3,3450,7
all,3,preview,D,False,鳴門,8,8,8,0,72,7200,12250,5050,170.14,102.5,3,37.5,0,0.0,1,0.0,4083.33,4010,4870,3,2700,6
all,3,preview,D,True,びわこ,7,7,6,1,54,5400,2030,-3370,37.59,0.0,1,16.67,0,0.0,4,0.0,2030,2030,2030,3,3370,6
all,3,preview,D,True,三国,13,13,8,5,72,7200,38970,31770,541.25,76.11,2,25.0,1,12.5,5,20.0,19485,19485.0,33490,3,2700,10
all,3,preview,D,True,下関,4,4,3,1,27,2700,1540,-1160,57.04,0.0,1,33.33,0,0.0,1,0.0,1540,1540,1540,2,1800,3
all,3,preview,D,True,丸亀,12,9,4,8,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,4,3600,9
all,3,preview,D,True,住之江,3,3,3,0,27,2700,0,-2700,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,2700,2
all,3,preview,D,True,児島,3,3,2,1,18,1800,3850,2050,213.89,0.0,1,50.0,0,0.0,1,0.0,3850,3850,3850,1,900,3
all,3,preview,D,True,唐津,5,5,3,2,27,2700,4260,1560,157.78,0.0,1,33.33,0,0.0,2,0.0,4260,4260,4260,1,900,5
all,3,preview,D,True,多摩川,16,16,10,6,90,9000,980,-8020,10.89,0.0,1,10.0,0,0.0,4,0.0,980,980,980,8,8020,13
all,3,preview,D,True,大村,8,8,4,4,36,3600,6680,3080,185.56,0.0,1,25.0,0,0.0,1,0.0,6680,6680,6680,2,1800,6
all,3,preview,D,True,宮島,9,9,2,7,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,1800,8
all,3,preview,D,True,尼崎,6,6,3,3,27,2700,5070,2370,187.78,0.0,1,33.33,0,0.0,1,0.0,5070,5070,5070,2,1800,6
all,3,preview,D,True,常滑,10,10,3,7,27,2700,0,-2700,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,2700,8
all,3,preview,D,True,平和島,7,7,5,2,45,4500,20170,15670,448.22,205.33,2,40.0,1,20.0,1,100.0,10085,10085.0,10930,2,1800,7
all,3,preview,D,True,徳山,8,8,6,2,54,5400,0,-5400,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,6,5400,7
all,3,preview,D,True,戸田,11,11,4,7,36,3600,570,-3030,15.83,0.0,1,25.0,0,0.0,2,0.0,570,570,570,2,3030,10
all,3,preview,D,True,桐生,4,4,2,2,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,2,1800,4
all,3,preview,D,True,江戸川,2,2,1,1,9,900,0,-900,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,1,900,2
all,3,preview,D,True,津,8,8,4,4,36,3600,3540,-60,98.33,31.11,2,50.0,0,0.0,3,0.0,1770,1770.0,2420,2,1800,8
all,3,preview,D,True,浜名湖,4,4,3,1,27,2700,0,-2700,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,3,2700,3
all,3,preview,D,True,福岡,3,3,2,1,18,1800,2070,270,115.0,0.0,1,50.0,0,0.0,0,,2070,2070,2070,1,900,3
all,3,preview,D,True,芦屋,2,2,2,0,18,1800,0,-1800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,1800,1
all,3,preview,D,True,若松,7,6,4,3,36,3600,0,-3600,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,4,3600,6
all,3,preview,D,True,蒲郡,8,8,5,3,45,4500,2850,-1650,63.33,0.0,1,20.0,0,0.0,1,0.0,2850,2850,2850,2,1800,7
all,3,preview,D,True,鳴門,8,8,6,2,54,5400,7380,1980,136.67,62.41,2,33.33,0,0.0,1,0.0,3690,3690.0,4010,3,2700,6
all,5,morning,A,False,びわこ,12,12,11,1,264,26400,15380,-11020,58.26,15.91,3,27.27,1,9.09,4,25.0,5126.67,2170,11180,5,19800,10
all,5,morning,A,False,三国,24,24,22,2,528,52800,72520,19720,137.35,73.92,7,31.82,2,9.09,9,22.22,10360,5530,33490,3,14740,18
all,5,morning,A,False,下関,8,8,8,0,192,19200,5290,-13910,27.55,6.67,2,25.0,0,0.0,1,0.0,2645,2645.0,4010,3,15520,7
all,5,morning,A,False,丸亀,16,13,9,7,216,21600,35750,14150,165.51,10.51,2,22.22,1,11.11,4,25.0,17875,17875.0,33480,5,16930,12
all,5,morning,A,False,住之江,3,3,3,0,72,7200,3920,-3280,54.44,0.0,1,33.33,0,0.0,1,0.0,3920,3920,3920,2,4800,2
all,5,morning,A,False,児島,14,13,12,2,288,28800,25480,-3320,88.47,47.43,5,41.67,1,8.33,4,25.0,5096,3850,11820,3,10150,13
all,5,morning,A,False,唐津,11,11,11,0,264,26400,11010,-15390,41.7,25.57,5,45.45,0,0.0,5,0.0,2202,1030,4260,3,15390,9
all,5,morning,A,False,多摩川,21,21,17,4,408,40800,18360,-22440,45.0,22.94,6,35.29,0,0.0,5,0.0,3060,1835.0,9000,4,22440,17
all,5,morning,A,False,大村,11,11,10,1,240,24000,17110,-6890,71.29,40.42,3,30.0,0,0.0,1,0.0,5703.33,6680,7410,4,9600,9
all,5,morning,A,False,宮島,14,14,8,6,192,19200,2050,-17150,10.68,0.0,1,12.5,0,0.0,3,0.0,2050,2050,2050,4,17150,9
all,5,morning,A,False,尼崎,9,9,8,1,192,19200,7060,-12140,36.77,10.36,3,37.5,0,0.0,1,0.0,2353.33,1070,5070,4,14810,9
all,5,morning,A,False,常滑,18,18,13,5,312,31200,14270,-16930,45.74,19.65,3,23.08,0,0.0,3,0.0,4756.67,5150,8140,5,20620,14
all,5,morning,A,False,平和島,8,8,8,0,192,19200,26670,7470,138.91,81.98,4,50.0,1,12.5,1,100.0,6667.5,6505.0,10930,1,3100,7
all,5,morning,A,False,徳山,19,19,18,1,432,43200,33930,-9270,78.54,46.88,8,44.44,1,5.56,3,33.33,4241.25,1530.0,13680,4,19950,14
all,5,morning,A,False,戸田,14,14,8,6,192,19200,27000,7800,140.62,87.19,6,75.0,1,12.5,3,33.33,4500,2930.0,10260,1,5970,11
all,5,morning,A,False,桐生,7,7,6,1,144,14400,2860,-11540,19.86,8.19,2,33.33,0,0.0,3,0.0,1430,1430.0,1680,3,11540,7
all,5,morning,A,False,江戸川,3,3,2,1,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,4800,2
all,5,morning,A,False,津,13,13,11,2,264,26400,56220,29820,212.95,42.92,5,45.45,1,9.09,4,25.0,11244,3290,44890,3,13490,12
all,5,morning,A,False,浜名湖,11,10,7,4,168,16800,23230,6430,138.27,25.3,3,42.86,1,14.29,3,33.33,7743.33,2140,18980,3,10150,10
all,5,morning,A,False,福岡,6,6,5,1,120,12000,6990,-5010,58.25,10.0,2,40.0,0,0.0,2,0.0,3495,3495.0,5790,2,6000,5
all,5,morning,A,False,芦屋,6,6,6,0,144,14400,8940,-5460,62.08,14.79,2,33.33,0,0.0,2,0.0,4470,4470.0,6810,3,9870,5
all,5,morning,A,False,若松,9,8,6,3,144,14400,0,-14400,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,6,14400,8
all,5,morning,A,False,蒲郡,11,11,10,1,240,24000,4740,-19260,19.75,7.88,2,20.0,0,0.0,1,0.0,2370,2370.0,2850,4,19260,9
all,5,morning,A,False,鳴門,12,12,12,0,288,28800,26690,-2110,92.67,65.59,6,50.0,0,0.0,2,0.0,4448.33,4440.0,7800,4,10620,9
all,5,morning,A,True,びわこ,12,12,6,6,144,14400,15380,980,106.81,29.17,3,50.0,1,16.67,4,25.0,5126.67,2170,11180,3,7800,10
all,5,morning,A,True,三国,24,24,14,10,336,33600,65500,31900,194.94,95.27,5,35.71,2,14.29,9,22.22,13100,7510,33490,3,7200,18
all,5,morning,A,True,下関,8,8,7,1,168,16800,5290,-11510,31.49,7.62,2,28.57,0,0.0,1,0.0,2645,2645.0,4010,3,13120,7
all,5,morning,A,True,丸亀,16,13,6,10,144,14400,33480,19080,232.5,0.0,1,16.67,1,16.67,4,25.0,33480,33480,33480,5,12000,12
all,5,morning,A,True,住之江,3,3,2,1,48,4800,3920,-880,81.67,0.0,1,50.0,0,0.0,1,0.0,3920,3920,3920,1,2400,2
all,5,morning,A,True,児島,14,13,8,6,192,19200,18740,-460,97.6,36.04,3,37.5,1,12.5,4,25.0,6246.67,3850,11820,2,6530,13
all,5,morning,A,True,唐津,11,11,4,7,96,9600,9000,-600,93.75,49.38,3,75.0,0,0.0,5,0.0,3000,3780,4260,1,3840,9
all,5,morning,A,True,多摩川,21,21,15,6,360,36000,16910,-19090,46.97,21.97,5,33.33,0,0.0,5,0.0,3382,2220,9000,4,19090,17
all,5,morning,A,True,大村,11,11,5,6,120,12000,14090,2090,117.42,55.67,2,40.0,0,0.0,1,0.0,7045,7045.0,7410,1,2400,9
all,5,morning,A,True,宮島,14,14,3,11,72,7200,0,-7200,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,3,7200,9
all,5,morning,A,True,尼崎,9,9,5,4,120,12000,5990,-6010,49.92,7.67,2,40.0,0,0.0,1,0.0,2995,2995.0,5070,3,8680,9
all,5,morning,A,True,常滑,18,18,8,10,192,19200,6130,-13070,31.93,5.1,2,25.0,0,0.0,3,0.0,3065,3065.0,5150,3,13070,14
all,5,morning,A,True,平和島,8,8,6,2,144,14400,22900,8500,159.03,83.12,3,50.0,1,16.67,1,100.0,7633.33,9240,10930,1,4470,7
all,5,morning,A,True,徳山,19,19,14,5,336,33600,32310,-1290,96.16,55.45,7,50.0,1,7.14,3,33.33,4615.71,1440,13680,2,14370,14
all,5,morning,A,True,戸田,14,14,7,7,168,16800,27000,10200,160.71,99.64,6,85.71,1,14.29,3,33.33,4500,2930.0,10260,1,3570,11
all,5,morning,A,True,桐生,7,7,4,3,96,9600,1680,-7920,17.5,0.0,1,25.0,0,0.0,3,0.0,1680,1680,1680,3,7920,7
all,5,morning,A,True,江戸川,3,3,2,1,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,2,4800,2
all,5,morning,A,True,津,13,13,8,5,192,19200,56220,37020,292.81,59.01,5,62.5,1,12.5,4,25.0,11244,3290,44890,2,6290,12
all,5,morning,A,True,浜名湖,11,10,6,5,144,14400,21090,6690,146.46,14.65,2,33.33,1,16.67,3,33.33,10545,10545.0,18980,3,9890,10
all,5,morning,A,True,福岡,6,6,3,3,72,7200,5790,-1410,80.42,0.0,1,33.33,0,0.0,2,0.0,5790,5790,5790,2,4800,5
all,5,morning,A,True,芦屋,6,6,3,3,72,7200,0,-7200,0.0,0.0,0,0.0,0,0.0,2,0.0,,,,3,7200,5
all,5,morning,A,True,若松,9,8,5,4,120,12000,0,-12000,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,5,12000,8
all,5,morning,A,True,蒲郡,11,11,6,5,144,14400,2850,-11550,19.79,0.0,1,16.67,0,0.0,1,0.0,2850,2850,2850,4,11550,9
all,5,morning,A,True,鳴門,12,12,8,4,192,19200,18450,-750,96.09,55.47,4,50.0,0,0.0,2,0.0,4612.5,4725.0,7800,2,6790,9
all,5,morning,B,False,びわこ,12,12,11,1,198,19800,11180,-8620,56.46,0.0,1,9.09,1,9.09,4,25.0,11180,11180,11180,10,18000,10
all,5,morning,B,False,三国,24,24,22,2,396,39600,41080,1480,103.74,19.17,3,13.64,1,4.55,9,11.11,13693.33,5530,33490,8,16070,18
all,5,morning,B,False,下関,8,8,8,0,144,14400,5290,-9110,36.74,8.89,2,25.0,0,0.0,1,0.0,2645,2645.0,4010,3,11320,7
all,5,morning,B,False,丸亀,16,13,9,7,162,16200,35750,19550,220.68,14.01,2,22.22,1,11.11,4,25.0,17875,17875.0,33480,5,12130,12
all,5,morning,B,False,住之江,3,3,3,0,54,5400,0,-5400,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,3,5400,2
all,5,morning,B,False,児島,14,13,12,2,216,21600,11820,-9780,54.72,0.0,1,8.33,1,8.33,4,25.0,11820,11820,11820,8,14400,13
all,5,morning,B,False,唐津,11,11,11,0,198,19800,10030,-9770,50.66,29.14,4,36.36,0,0.0,5,0.0,2507.5,2405.0,4260,3,9770,9
all,5,morning,B,False,多摩川,21,21,17,4,306,30600,12870,-17730,42.06,12.65,4,23.53,0,0.0,5,0.0,3217.5,1445.0,9000,4,17730,17
all,5,morning,B,False,大村,11,11,10,1,180,18000,9700,-8300,53.89,16.78,2,20.0,0,0.0,1,0.0,4850,4850.0,6680,7,12600,9
all,5,morning,B,False,宮島,14,14,8,6,144,14400,2050,-12350,14.24,0.0,1,12.5,0,0.0,3,0.0,2050,2050,2050,4,12350,9
all,5,morning,B,False,尼崎,9,9,8,1,144,14400,6140,-8260,42.64,7.43,2,25.0,0,0.0,1,0.0,3070,3070.0,5070,5,11530,9
