condition_count,condition,atom_ids,races,manshu_races,manshu_rate_pct,lift_vs_all,recent_races_2025_plus,recent_manshu_races_2025_plus,recent_manshu_rate_pct,avg_payout_yen,b1_fly_pct,outer56_top3_pct,rank6_top3_pct,winner_3to6_pct,score
3,1号艇AI予測30%未満 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_ai_pred_lt30,rank6_avgdiff_ge010,front_1_6r",1913,405,21.17,1.259,1121,229,20.43,8101,49.92,65.19,24.2,53.01,28.2628
3,1号艇逃げ率40%未満 × AI+5位平均との差0.10以上 × 会場:鳴門,"b1_nige_lt40,rank5_avgdiff_ge010,venue_鳴門",378,86,22.75,1.353,226,49,21.68,7671,40.48,63.23,13.76,54.23,28.2619
3,1号艇平均との差0以下 × 5/6号艇平均との差どちらも0以上 × AI+最下位が展示2位以内,"b1_avgdiff_le0,outer56_both_not_bad,rank6_tenji_top2",1380,302,21.88,1.301,813,181,22.26,8514,26.52,62.97,23.99,38.26,28.2601
3,1号艇逃げ失敗45%以上 × 5/6号艇に展示2位以内 × AI+最下位平均との差0.10以上,"b1_loss_ge45,outer56_tenji_top2,rank6_avgdiff_ge010",1840,403,21.9,1.302,1058,224,21.17,8610,36.58,62.45,23.64,46.74,28.2574
3,1号艇逃げ失敗40%以上 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上,"b1_loss_ge40,outer56_aiplus_ge110,rank5_avgdiff_ge010",1513,328,21.68,1.289,915,181,19.78,8240,39.46,78.39,16.59,49.97,28.256
3,1号艇逃げ率40%未満 × 5/6号艇に展示1位 × AI+最下位平均との差0.10以上,"b1_nige_lt40,outer56_tenji_top1,rank6_avgdiff_ge010",1946,426,21.89,1.302,1132,237,20.94,8611,34.22,65.62,22.4,45.84,28.2451
3,1号艇逃げ率45%未満 × 5/6号艇に展示2位以内 × 会場:宮島,"b1_nige_lt45,outer56_tenji_top2,venue_宮島",3016,643,21.32,1.268,677,150,22.16,8045,30.5,60.81,20.92,41.78,28.2418
3,1号艇AI予測30%未満 × 5/6号艇平均との差どちらも0以上 × 1〜3R,"b1_ai_pred_lt30,outer56_both_not_bad,round_1_3",657,144,21.92,1.303,389,81,20.82,7828,47.64,71.69,21.92,51.14,28.2401
3,1号艇逃げ失敗40%以上 × AI+5位が展示2位以内 × 会場:平和島,"b1_loss_ge40,rank5_tenji_top2,venue_平和島",1051,224,21.31,1.267,208,46,22.12,7928,37.3,64.7,22.26,47.67,28.24
3,1号艇逃げ率40%未満 × 5/6号艇平均との差どちらも0以上 × AI+最下位平均との差0.14以上,"b1_nige_lt40,outer56_both_not_bad,rank6_avgdiff_ge014",1592,353,22.17,1.319,895,188,21.01,8643,34.86,66.08,22.61,46.29,28.2393
3,1号艇逃げ率45%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.14以上,"b1_nige_lt45,outer56_aiplus_ge110,rank6_avgdiff_ge014",1437,310,21.57,1.283,834,164,19.66,8245,34.86,81.07,23.87,48.92,28.2319
3,1号艇AI+順位4位以下 × 5/6号艇平均との差どちらも0以上 × 1〜3R,"b1_aiplus_rank_ge4,outer56_both_not_bad,round_1_3",187,41,21.93,1.304,125,29,23.2,7292,56.15,73.26,24.6,47.06,28.2169
3,1号艇AI+順位5位以下 × AI+5位が展示2位以内 × 前半1〜6R,"b1_aiplus_rank_ge5,rank5_tenji_top2,front_1_6r",642,136,21.18,1.26,283,59,20.85,7240,60.75,70.56,17.6,51.87,28.2164
3,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 1〜3R,"b1_loss_ge40,outer56_isshu_top2,round_1_3",3868,826,21.35,1.27,2211,455,20.58,7851,32.47,64.27,16.57,44.93,28.2141
3,1号艇逃げ率45%未満 × 5/6号艇に1周2位以内 × 会場:宮島,"b1_nige_lt45,outer56_isshu_top2,venue_宮島",865,192,22.2,1.32,500,109,21.8,8471,33.87,65.2,18.38,42.54,28.2134
3,1号艇AI予測30%未満 × 5/6号艇平均との差どちらも0以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_both_not_bad,front_1_6r",1477,313,21.19,1.26,890,177,19.89,7799,48.14,72.51,20.11,54.16,28.2101
3,1号艇展示5位以下 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.14以上,"b1_tenji_ge5,outer56_aiplus_ge110,rank6_avgdiff_ge014",777,174,22.39,1.332,440,91,20.68,8232,30.24,77.73,23.17,44.92,28.2086
5,1号艇逃げ失敗45%以上 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × 1〜3R,"b1_loss_ge45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank5_avgdiff_ge010,round_1_3",209,50,23.92,1.423,130,28,21.54,8671,47.85,74.64,18.66,49.28,28.2001
3,1号艇AI+順位5位以下 × 5/6号艇に1周2位以内 × AI+最下位平均との差0.14以上,"b1_aiplus_rank_ge5,outer56_isshu_top2,rank6_avgdiff_ge014",210,45,21.43,1.274,130,31,23.85,6940,64.29,73.33,30.95,51.9,28.1989
3,1号艇AI予測30%未満 × AI+最下位平均との差0.10以上 × 1〜3R,"b1_ai_pred_lt30,rank6_avgdiff_ge010,round_1_3",953,204,21.41,1.273,550,116,21.09,8007,49.21,64.64,25.39,50.89,28.1985
3,1号艇逃げ率40%未満 × 5/6号艇平均との差どちらも0以上 × AI+最下位が3〜6号艇,"b1_nige_lt40,outer56_both_not_bad,rank6_boat_36",3742,793,21.19,1.26,2116,427,20.18,8047,33.99,69.24,19.43,45.06,28.1978
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R × 1〜3R × 会場:常滑,"b1_loss_ge40,outer56_ai_pred_ge12,front_1_6r,round_1_3,venue_常滑",207,49,23.67,1.408,68,15,22.06,10256,35.75,72.95,20.29,44.44,28.1908
3,1号艇逃げ率45%未満 × 5/6号艇AI予測最大12%以上 × 会場:芦屋,"b1_nige_lt45,outer56_ai_pred_ge12,venue_芦屋",476,104,21.85,1.299,155,33,21.29,8537,36.34,74.37,16.6,44.96,28.19
3,1号艇逃げ率45%未満 × 5/6号艇に1周2位以内 × AI+5位が展示2位以内,"b1_nige_lt45,outer56_isshu_top2,rank5_tenji_top2",4891,1052,21.51,1.279,2786,565,20.28,8181,31.32,65.51,16.4,44.96,28.1896
3,1号艇逃げ率40%未満 × 5/6号艇平均との差0.14以上 × 会場:鳴門,"b1_nige_lt40,outer56_avgdiff_ge014,venue_鳴門",681,148,21.73,1.292,389,82,21.08,8336,37.74,67.69,16.89,50.95,28.189
3,1号艇AI予測30%未満 × AI+最下位が展示2位以内 × 会場:鳴門,"b1_ai_pred_lt30,rank6_tenji_top2,venue_鳴門",368,80,21.74,1.293,123,31,25.2,8224,49.18,65.76,24.73,50.27,28.1857
3,1号艇AI+順位5位以下 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_aiplus_rank_ge5,rank6_avgdiff_ge010,front_1_6r",332,71,21.39,1.272,202,43,21.29,7254,63.86,69.88,31.93,52.71,28.1825
3,1号艇逃げ率45%未満 × AI+最下位が展示2位以内 × 会場:宮島,"b1_nige_lt45,rank6_tenji_top2,venue_宮島",1514,343,22.66,1.347,307,68,22.15,8061,28.6,57.0,24.57,40.82,28.1822
3,1号艇AI予測25%未満 × AI+最下位平均との差0.14以上 × 1〜3R,"b1_ai_pred_lt25,rank6_avgdiff_ge014,round_1_3",545,116,21.28,1.266,323,72,22.29,7839,54.13,66.24,26.79,51.74,28.1762
3,1号艇逃げ失敗45%以上 × 5/6号艇に展示1位 × 会場:常滑,"b1_loss_ge45,outer56_tenji_top1,venue_常滑",679,148,21.8,1.296,163,39,23.93,8430,33.43,66.42,23.56,43.0,28.1661
3,1号艇AI予測30%未満 × AI+5位が展示2位以内 × 1〜3R,"b1_ai_pred_lt30,rank5_tenji_top2,round_1_3",2641,568,21.51,1.279,947,194,20.49,8153,45.66,63.46,17.34,49.79,28.1632
3,1号艇逃げ率40%未満 × 5/6号艇平均との差0.14以上 × AI+5位が展示2位以内,"b1_nige_lt40,outer56_avgdiff_ge014,rank5_tenji_top2",3858,824,21.36,1.27,2210,449,20.32,8159,33.05,65.81,16.72,45.88,28.1489
3,1号艇逃げ失敗45%以上 × 5/6号艇AI+最大110以上 × 会場:芦屋,"b1_loss_ge45,outer56_aiplus_ge110,venue_芦屋",168,43,25.6,1.522,59,13,22.03,9201,48.21,74.4,18.45,46.43,28.138
3,1号艇逃げ失敗45%以上 × 5/6号艇平均との差0.14以上 × 会場:鳴門,"b1_loss_ge45,outer56_avgdiff_ge014,venue_鳴門",374,81,21.66,1.288,204,43,21.08,8347,43.85,69.25,19.25,54.28,28.1366
3,1号艇逃げ率45%未満 × 5/6号艇平均との差どちらも0以上 × AI+5位が展示2位以内,"b1_nige_lt45,outer56_both_not_bad,rank5_tenji_top2",1697,384,22.63,1.346,963,199,20.66,8298,32.76,68.47,17.62,46.26,28.134
3,1号艇逃げ失敗45%以上 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上,"b1_loss_ge45,outer56_aiplus_ge110,rank6_avgdiff_ge010",751,164,21.84,1.299,435,86,19.77,8076,42.48,80.96,25.17,52.46,28.1335
3,1号艇展示4位以下 × 5/6号艇AI+最大110以上 × 会場:宮島,"b1_tenji_ge4,outer56_aiplus_ge110,venue_宮島",719,151,21.0,1.249,261,59,22.61,7957,28.37,77.33,17.66,41.03,28.1276
3,1号艇逃げ失敗40%以上 × 5/6号艇平均との差どちらも0以上 × 会場:平和島,"b1_loss_ge40,outer56_both_not_bad,venue_平和島",222,50,22.52,1.339,120,26,21.67,8461,40.09,71.62,24.32,49.1,28.1164
3,1号艇平均との差0以下 × 5/6号艇AI+最大110以上 × 会場:鳴門,"b1_avgdiff_le0,outer56_aiplus_ge110,venue_鳴門",195,45,23.08,1.372,117,25,21.37,8250,27.69,77.44,18.46,48.21,28.1156
3,1号艇平均との差-0.05以下 × 5/6号艇平均との差どちらも0以上 × AI+最下位が展示2位以内,"b1_avgdiff_le_m005,outer56_both_not_bad,rank6_tenji_top2",1148,251,21.86,1.3,673,149,22.14,8545,27.35,63.07,25.0,38.68,28.112
3,1号艇逃げ失敗45%以上 × 5/6号艇平均との差0.10以上 × 風または波5以上,"b1_loss_ge45,outer56_avgdiff_ge010,wind_wave_ge5",1107,233,21.05,1.252,654,141,21.56,7286,36.86,67.3,15.81,46.25,28.1076
3,1号艇逃げ率40%未満 × 5/6号艇に1周2位以内 × AI+最下位平均との差0.10以上,"b1_nige_lt40,outer56_isshu_top2,rank6_avgdiff_ge010",4004,858,21.43,1.274,2229,460,20.64,8326,32.94,61.99,21.4,44.76,28.1009
3,1号艇逃げ率40%未満 × 5/6号艇に1周2位以内 × AI+最下位平均との差0.14以上,"b1_nige_lt40,outer56_isshu_top2,rank6_avgdiff_ge014",3474,748,21.53,1.28,1954,406,20.78,8463,33.16,61.57,21.82,44.7,28.0995
3,1号艇逃げ率40%未満 × 5/6号艇平均との差0.14以上 × 会場:宮島,"b1_nige_lt40,outer56_avgdiff_ge014,venue_宮島",676,145,21.45,1.276,391,84,21.48,8051,36.24,67.75,18.49,45.12,28.0913
3,1号艇平均との差-0.05以下 × 5/6号艇平均との差0.10以上 × 会場:宮島,"b1_avgdiff_le_m005,outer56_avgdiff_ge010,venue_宮島",599,138,23.04,1.37,365,82,22.47,8637,29.05,61.1,18.53,37.73,28.0768
3,1号艇AI予測25%未満 × AI+5位平均との差0.10以上 × 後半7〜12R,"b1_ai_pred_lt25,rank5_avgdiff_ge010,late_7_12r",799,169,21.15,1.258,498,105,21.08,8127,50.31,66.21,17.4,49.44,28.0712
3,1号艇AI予測30%未満 × AI+5位が展示2位以内 × 会場:鳴門,"b1_ai_pred_lt30,rank5_tenji_top2,venue_鳴門",442,94,21.27,1.265,163,36,22.09,7242,49.55,64.71,19.0,54.07,28.0681
3,1号艇逃げ失敗45%以上 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.14以上,"b1_loss_ge45,outer56_aiplus_ge110,rank6_avgdiff_ge014",639,138,21.6,1.284,364,72,19.78,7925,41.16,81.69,25.35,52.11,28.055
3,1号艇AI予測30%未満 × AI+最下位が展示2位以内 × 会場:宮島,"b1_ai_pred_lt30,rank6_tenji_top2,venue_宮島",330,72,21.82,1.297,125,31,24.8,7713,46.67,66.06,20.61,48.18,28.0413
3,1号艇逃げ失敗40%以上 × AI+最下位が展示2位以内 × 会場:鳴門,"b1_loss_ge40,rank6_tenji_top2,venue_鳴門",840,179,21.31,1.267,170,38,22.35,8275,40.48,64.88,26.79,47.02,28.0341
3,1号艇AI予測30%未満 × AI+最下位平均との差0.14以上 × 会場:鳴門,"b1_ai_pred_lt30,rank6_avgdiff_ge014,venue_鳴門",168,42,25.0,1.487,92,20,21.74,8451,51.19,68.45,25.6,54.76,28.0337
3,1号艇逃げ率45%未満 × 5/6号艇に展示2位以内 × AI+最下位平均との差0.14以上,"b1_nige_lt45,outer56_tenji_top2,rank6_avgdiff_ge014",3668,775,21.13,1.256,2139,442,20.66,8336,31.87,63.39,22.98,42.97,28.0318
3,1号艇逃げ失敗40%以上 × 5/6号艇平均との差どちらも0以上 × 会場:鳴門,"b1_loss_ge40,outer56_both_not_bad,venue_鳴門",219,49,22.37,1.331,122,26,21.31,7849,42.92,69.41,18.26,54.79,28.0297
3,1号艇逃げ率45%未満 × 5/6号艇に展示1位 × 会場:宮島,"b1_nige_lt45,outer56_tenji_top1,venue_宮島",1770,379,21.41,1.273,388,89,22.94,7987,30.51,62.09,21.98,41.3,28.0056
3,1号艇展示4位以下 × 5/6号艇に展示1位 × 会場:戸田,"b1_tenji_ge4,outer56_tenji_top1,venue_戸田",1667,350,21.0,1.249,326,68,20.86,7838,30.23,65.99,26.39,44.87,28.0053
3,1号艇逃げ率40%未満 × AI+5位が展示2位以内 × 会場:平和島,"b1_nige_lt40,rank5_tenji_top2,venue_平和島",1346,288,21.4,1.272,257,54,21.01,7924,36.7,63.3,23.03,47.55,27.9994
3,1号艇逃げ率45%未満 × AI+最下位平均との差0.14以上 × 会場:宮島,"b1_nige_lt45,rank6_avgdiff_ge014,venue_宮島",339,80,23.6,1.403,202,44,21.78,9499,35.69,66.08,25.96,47.79,27.9948
3,1号艇逃げ率45%未満 × 5/6号艇に展示1位 × AI+最下位平均との差0.14以上,"b1_nige_lt45,outer56_tenji_top1,rank6_avgdiff_ge014",2130,459,21.55,1.282,1251,261,20.86,8713,32.35,65.21,23.8,43.19,27.9942
3,1号艇逃げ率40%未満 × AI+最下位が展示2位以内 × 会場:鳴門,"b1_nige_lt40,rank6_tenji_top2,venue_鳴門",1058,223,21.08,1.253,205,44,21.46,8306,39.7,65.03,26.47,47.07,27.9877
3,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × AI+5位平均との差0.10以上,"b1_loss_ge40,outer56_isshu_top2,rank5_avgdiff_ge010",3468,734,21.16,1.259,2028,416,20.51,8005,34.6,62.77,15.8,45.42,27.9863
3,1号艇逃げ失敗40%以上 × AI+最下位平均との差0.10以上 × 会場:鳴門,"b1_loss_ge40,rank6_avgdiff_ge010,venue_鳴門",282,63,22.34,1.329,147,32,21.77,8234,39.01,67.38,23.76,48.23,27.985
3,1号艇逃げ率40%未満 × 5/6号艇に展示1位 × AI+5位平均との差0.10以上,"b1_nige_lt40,outer56_tenji_top1,rank5_avgdiff_ge010",2544,540,21.23,1.262,1510,313,20.73,8228,34.32,63.68,16.16,44.65,27.9848
3,1号艇展示5位以下 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上,"b1_tenji_ge5,outer56_aiplus_ge110,rank6_avgdiff_ge010",934,210,22.48,1.337,531,108,20.34,8410,31.05,76.66,22.7,45.72,27.9795
3,1号艇平均との差0以下 × 5/6号艇に展示2位以内 × 会場:芦屋,"b1_avgdiff_le0,outer56_tenji_top2,venue_芦屋",405,94,23.21,1.38,237,53,22.36,9173,23.21,64.69,20.25,33.33,27.9727
3,1号艇逃げ失敗40%以上 × 5/6号艇に展示2位以内 × AI+最下位平均との差0.14以上,"b1_loss_ge40,outer56_tenji_top2,rank6_avgdiff_ge014",2305,513,22.26,1.324,1337,278,20.79,8555,34.58,62.95,23.47,45.21,27.9622
3,1号艇逃げ率45%未満 × AI+5位平均との差0.10以上 × 会場:鳴門,"b1_nige_lt45,rank5_avgdiff_ge010,venue_鳴門",481,109,22.66,1.348,288,62,21.53,7369,37.01,62.16,15.18,51.14,27.9534
3,1号艇平均との差-0.05以下 × 5/6号艇に展示2位以内 × 会場:宮島,"b1_avgdiff_le_m005,outer56_tenji_top2,venue_宮島",564,129,22.87,1.36,349,79,22.64,8259,27.84,57.98,18.26,39.72,27.9529
3,1号艇展示4位以下 × 5/6号艇AI予測最大12%以上 × 会場:平和島,"b1_tenji_ge4,outer56_ai_pred_ge12,venue_平和島",654,143,21.87,1.3,194,39,20.1,8356,33.79,78.9,18.65,48.93,27.917
3,1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × 会場:芦屋,"b1_tenji_ge5,outer56_ai_pred_ge12,venue_芦屋",237,55,23.21,1.38,79,17,21.52,9667,30.38,74.68,16.88,44.73,27.9119
3,1号艇逃げ率40%未満 × AI+5位が展示2位以内 × 会場:若松,"b1_nige_lt40,rank5_tenji_top2,venue_若松",928,201,21.66,1.288,191,48,25.13,8545,29.42,62.82,22.2,42.24,27.9103
3,1号艇逃げ率40%未満 × AI+最下位平均との差0.10以上 × 1〜3R,"b1_nige_lt40,rank6_avgdiff_ge010,round_1_3",2200,481,21.86,1.3,1215,255,20.99,8141,31.36,61.45,21.55,43.91,27.8992
3,1号艇展示5位以下 × 5/6号艇に1周2位以内 × 会場:宮島,"b1_tenji_ge5,outer56_isshu_top2,venue_宮島",541,129,23.84,1.418,331,73,22.05,9040,28.84,61.74,17.93,43.07,27.8867
3,1号艇逃げ率40%未満 × 5/6号艇に展示1位 × 会場:宮島,"b1_nige_lt40,outer56_tenji_top1,venue_宮島",1353,289,21.36,1.27,293,66,22.53,7909,32.59,62.9,22.39,42.13,27.8858
3,1号艇逃げ失敗45%以上 × AI+最下位平均との差0.10以上 × 風または波5以上,"b1_loss_ge45,rank6_avgdiff_ge010,wind_wave_ge5",406,89,21.92,1.304,233,53,22.75,7466,40.15,60.34,19.21,48.52,27.8669
3,1号艇逃げ率40%未満 × AI+最下位平均との差0.14以上 × 1〜3R,"b1_nige_lt40,rank6_avgdiff_ge014,round_1_3",1825,396,21.7,1.29,1019,215,21.1,8219,31.78,61.37,22.08,43.78,27.8557
3,1号艇平均との差0以下 × 5/6号艇平均との差どちらも0以上 × 1〜3R,"b1_avgdiff_le0,outer56_both_not_bad,round_1_3",1168,251,21.49,1.278,691,151,21.85,8608,28.17,64.04,20.21,40.24,27.8475
3,1号艇逃げ失敗45%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_loss_ge45,rank6_avgdiff_ge010,front_1_6r",2111,459,21.74,1.293,1198,247,20.62,8727,37.61,62.39,22.79,47.23,27.839
3,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × 会場:芦屋,"b1_loss_ge45,outer56_ai_pred_ge12,venue_芦屋",180,48,26.67,1.586,61,13,21.31,9344,48.89,75.0,16.67,48.33,27.8162
3,1号艇逃げ失敗45%以上 × AI+5位平均との差0.10以上 × 会場:宮島,"b1_loss_ge45,rank5_avgdiff_ge010,venue_宮島",232,52,22.41,1.333,144,32,22.22,7758,39.66,63.36,15.09,46.12,27.8053
3,1号艇逃げ失敗40%以上 × 5/6号艇平均との差どちらも0以上 × 1〜3R,"b1_loss_ge40,outer56_both_not_bad,round_1_3",1299,279,21.48,1.277,722,149,20.64,7632,31.79,68.51,19.09,44.8,27.7963
3,1号艇逃げ率45%未満 × 5/6号艇平均との差どちらも0以上 × 会場:宮島,"b1_nige_lt45,outer56_both_not_bad,venue_宮島",291,63,21.65,1.287,176,39,22.16,9047,36.08,69.07,18.21,45.36,27.7953
3,1号艇逃げ失敗45%以上 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_loss_ge45,rank6_avgdiff_ge014,front_1_6r",1781,392,22.01,1.309,1015,210,20.69,8857,38.46,62.38,23.19,47.33,27.7933
3,1号艇平均との差0以下 × 5/6号艇に1周2位以内 × 風または波5以上,"b1_avgdiff_le0,outer56_isshu_top2,wind_wave_ge5",1713,361,21.07,1.253,968,212,21.9,7874,29.89,64.33,18.56,40.92,27.7923
3,1号艇展示5位以下 × 5/6号艇に1周2位以内 × 会場:若松,"b1_tenji_ge5,outer56_isshu_top2,venue_若松",352,82,23.3,1.385,202,45,22.28,8900,25.85,64.77,19.89,36.08,27.7903
3,1号艇逃げ失敗45%以上 × 5/6号艇に展示1位 × AI+5位平均との差0.10以上,"b1_loss_ge45,outer56_tenji_top1,rank5_avgdiff_ge010",1354,289,21.34,1.269,805,167,20.75,8139,38.18,65.14,16.03,46.31,27.7854
3,1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × 会場:宮島,"b1_tenji_ge5,outer56_ai_pred_ge12,venue_宮島",397,87,21.91,1.303,146,30,20.55,8395,35.52,80.86,17.13,44.33,27.7829
3,1号艇展示5位以下 × 5/6号艇に展示1位 × 4号艇平均ST順位2位以内,"b1_tenji_ge5,outer56_tenji_top1,b4_st_top2",170,40,23.53,1.399,129,30,23.26,12477,31.18,60.59,21.18,35.88,27.774
3,1号艇逃げ率40%未満 × AI+最下位平均との差0.10以上 × 会場:若松,"b1_nige_lt40,rank6_avgdiff_ge010,venue_若松",170,43,25.29,1.504,104,23,22.12,10326,31.18,66.47,24.71,48.24,27.7629
3,1号艇逃げ失敗45%以上 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上,"b1_loss_ge45,outer56_aiplus_ge110,rank5_avgdiff_ge010",1050,229,21.81,1.297,631,123,19.49,8111,41.43,78.57,16.19,50.57,27.761
3,1号艇平均との差-0.05以下 × 5/6号艇に展示1位 × 会場:平和島,"b1_avgdiff_le_m005,outer56_tenji_top1,venue_平和島",224,49,21.88,1.301,119,28,23.53,7858,34.38,65.62,22.32,47.77,27.7451
3,1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × AI+最下位平均との差0.14以上,"b1_loss_ge45,outer56_isshu_top2,rank6_avgdiff_ge014",1912,412,21.55,1.281,1070,222,20.75,8778,36.72,61.24,22.33,46.44,27.7416
3,1号艇逃げ率40%未満 × 5/6号艇平均との差どちらも0以上 × AI+最下位平均との差0.10以上,"b1_nige_lt40,outer56_both_not_bad,rank6_avgdiff_ge010",1919,417,21.73,1.292,1066,218,20.45,8284,34.45,65.61,21.68,45.75,27.7407
3,1号艇展示5位以下 × 5/6号艇平均との差0.14以上 × 会場:鳴門,"b1_tenji_ge5,outer56_avgdiff_ge014,venue_鳴門",342,84,24.56,1.461,161,35,21.74,9007,30.99,62.28,20.76,48.83,27.738
3,1号艇平均との差0以下 × 5/6号艇に展示1位 × 会場:芦屋,"b1_avgdiff_le0,outer56_tenji_top1,venue_芦屋",233,54,23.18,1.378,143,32,22.38,8402,21.03,66.52,18.88,32.19,27.7272
3,1号艇逃げ率45%未満 × 5/6号艇に展示1位 × 会場:鳴門,"b1_nige_lt45,outer56_tenji_top1,venue_鳴門",1601,343,21.42,1.274,337,69,20.47,7814,36.04,65.27,24.17,47.22,27.7221
3,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × 会場:若松,"b1_nige_lt40,outer56_ai_pred_ge12,venue_若松",697,147,21.09,1.254,213,42,19.72,9191,35.44,79.63,18.94,49.93,27.7173
3,1号艇平均との差0以下 × 5/6号艇平均との差0.10以上 × 会場:芦屋,"b1_avgdiff_le0,outer56_avgdiff_ge010,venue_芦屋",397,87,21.91,1.303,223,50,22.42,8371,23.93,67.25,20.4,35.01,27.7145
3,1号艇逃げ失敗45%以上 × AI+5位が展示2位以内 × 会場:平和島,"b1_loss_ge45,rank5_tenji_top2,venue_平和島",731,154,21.07,1.253,135,33,24.44,7894,39.53,63.61,21.89,48.56,27.7107
3,1号艇AI予測30%未満 × 5/6号艇平均との差どちらも0以上 × AI+5位平均との差0.10以上,"b1_ai_pred_lt30,outer56_both_not_bad,rank5_avgdiff_ge010",822,183,22.26,1.324,504,102,20.24,7957,46.96,68.37,18.73,53.04,27.7072
3,1号艇逃げ率45%未満 × 5/6号艇平均との差どちらも0以上 × 1〜3R,"b1_nige_lt45,outer56_both_not_bad,round_1_3",1986,420,21.15,1.258,1130,230,20.35,7793,29.76,68.43,18.43,43.35,27.7035
3,1号艇AI+順位4位以下 × AI+最下位平均との差0.14以上 × 1〜3R,"b1_aiplus_rank_ge4,rank6_avgdiff_ge014,round_1_3",283,60,21.2,1.261,176,42,23.86,7109,58.66,67.49,30.39,51.59,27.6986
3,1号艇逃げ率40%未満 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_nige_lt40,rank6_avgdiff_ge014,front_1_6r",3160,675,21.36,1.27,1792,365,20.37,8361,34.43,61.93,22.31,45.32,27.6978
3,1号艇逃げ失敗40%以上 × 5/6号艇に展示2位以内 × AI+最下位平均との差0.10以上,"b1_loss_ge40,outer56_tenji_top2,rank6_avgdiff_ge010",2767,600,21.68,1.29,1589,324,20.39,8229,33.68,63.06,22.77,44.96,27.6837
3,1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × 会場:平和島,"b1_tenji_ge5,outer56_ai_pred_ge12,venue_平和島",382,82,21.47,1.277,115,23,20.0,8586,37.43,79.32,19.11,51.83,27.6836
3,1号艇平均との差-0.05以下 × 5/6号艇に1周2位以内 × 風または波5以上,"b1_avgdiff_le_m005,outer56_isshu_top2,wind_wave_ge5",1410,298,21.13,1.257,788,170,21.57,7998,31.42,64.11,19.22,40.78,27.6804
3,1号艇AI予測25%未満 × AI+5位が展示2位以内 × 会場:平和島,"b1_ai_pred_lt25,rank5_tenji_top2,venue_平和島",297,68,22.9,1.362,103,21,20.39,8564,58.59,67.0,20.88,61.28,27.6571
5,1号艇逃げ率45%未満 × 1号艇展示4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 後半7〜12R,"b1_nige_lt45,b1_tenji_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge010,late_7_12r",211,53,25.12,1.494,117,24,20.51,8457,37.44,80.09,24.64,49.76,27.6562
3,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × 会場:平和島,"b1_loss_ge40,outer56_ai_pred_ge12,venue_平和島",843,177,21.0,1.249,250,49,19.6,8178,36.65,75.92,17.91,52.55,27.6524
3,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 会場:常滑,"b1_loss_ge40,outer56_isshu_top2,venue_常滑",514,110,21.4,1.273,297,72,24.24,8598,31.91,67.12,15.76,43.39,27.6513
3,1号艇逃げ率40%未満 × 5/6号艇に1周2位以内 × 会場:宮島,"b1_nige_lt40,outer56_isshu_top2,venue_宮島",662,141,21.3,1.267,388,84,21.65,8081,36.25,65.86,18.28,43.5,27.6449
3,1号艇展示5位以下 × 5/6号艇に1周2位以内 × 会場:平和島,"b1_tenji_ge5,outer56_isshu_top2,venue_平和島",439,99,22.55,1.341,232,49,21.12,7977,32.8,69.48,20.05,45.79,27.6355
3,1号艇平均との差0以下 × 5/6号艇平均との差どちらも0以上 × 風または波5以上,"b1_avgdiff_le0,outer56_both_not_bad,wind_wave_ge5",695,150,21.58,1.283,400,92,23.0,7723,28.06,64.46,20.58,40.72,27.6296
