condition_count,condition,atom_ids,races,manshu_races,manshu_rate_pct,lift_vs_all,recent_races_2025_plus,recent_manshu_races_2025_plus,recent_manshu_rate_pct,avg_payout_yen,b1_fly_pct,outer56_top3_pct,rank6_top3_pct,winner_3to6_pct,score
5,1号艇AI+順位5位以下 × 1号艇逃げ率40%未満 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_nige_lt40,outer56_avgdiff_ge010,rank5_avgdiff_ge010,front_1_6r",226,55,24.34,1.447,155,39,25.16,8138,66.37,79.65,19.91,58.41,32.1858
7,1号艇展示4位以下 × 1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × AI+最下位が5/6号艇 × 前半1〜6R,"b1_tenji_ge4,b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_ai_pred_ge12,outer56_aiplus_ge110,rank6_boat_56,front_1_6r",179,44,24.58,1.462,110,31,28.18,7968,64.8,81.56,22.91,55.31,32.1522
5,1号艇AI予測25%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_ai_pred_lt25,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r",323,77,23.84,1.418,203,50,24.63,8610,56.97,80.8,25.08,59.75,32.1515
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_ai_pred_lt30,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",577,135,23.4,1.391,344,83,24.13,8281,49.91,82.32,23.4,58.41,32.1504
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank5_avgdiff_ge010,front_1_6r",178,59,33.15,1.971,106,26,24.53,11956,45.51,78.09,29.78,59.55,32.1444
5,1号艇逃げ失敗40%以上 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_loss_ge40,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r",357,89,24.93,1.483,210,50,23.81,8661,56.02,81.23,27.17,58.54,32.1332
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",167,41,24.55,1.46,53,14,26.42,8361,64.07,81.44,22.75,58.08,32.1331
5,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が5/6号艇,"b1_ai_pred_lt30,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_56",401,97,24.19,1.439,233,57,24.46,8593,47.63,79.3,24.94,54.61,32.1299
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 1〜3R,"b1_ai_pred_lt30,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,round_1_3",215,52,24.19,1.438,121,33,27.27,8498,51.63,83.26,28.84,56.28,32.1174
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,rank5_avgdiff_ge010,front_1_6r",227,55,24.23,1.441,155,39,25.16,8133,66.52,79.74,20.26,58.59,32.1036
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",204,50,24.51,1.458,67,16,23.88,8123,67.65,82.35,23.53,61.27,32.1008
3,1号艇逃げ失敗40%以上 × 5/6号艇AI+最大110以上 × 会場:若松,"b1_loss_ge40,outer56_aiplus_ge110,venue_若松",422,101,23.93,1.423,141,34,24.11,9208,36.97,84.6,22.27,51.42,32.0799
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_nige_lt45,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",1777,402,22.62,1.345,592,150,25.34,8329,51.89,80.3,21.5,58.58,32.0581
5,1号艇展示4位以下 × 1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × AI+最下位が3〜6号艇,"b1_tenji_ge4,b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_aiplus_ge110,rank6_boat_36",432,104,24.07,1.432,271,68,25.09,8363,59.03,78.94,23.15,54.63,32.0413
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_nige_lt45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge010,front_1_6r",531,126,23.73,1.411,323,76,23.53,8225,51.6,80.23,26.37,58.19,32.0369
5,1号艇逃げ失敗40%以上 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内,"b1_loss_ge40,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2",383,92,24.02,1.428,139,42,30.22,8501,49.09,80.16,20.63,55.09,32.0341
5,1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_avgdiff_ge010,rank6_boat_36",208,51,24.52,1.458,126,36,28.57,9428,53.37,76.92,16.83,57.69,32.0327
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 1〜3R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,round_1_3",213,51,23.94,1.424,125,35,28.0,8373,52.58,82.16,30.52,59.15,32.0105
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_avgdiff_ge010,outer56_ai_pred_ge12,front_1_6r",188,45,23.94,1.423,122,31,25.41,8172,67.55,86.17,15.96,56.38,32.0104
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank5_tenji_top2,rank6_boat_36",258,70,27.13,1.613,140,34,24.29,8750,35.66,83.33,25.97,51.94,32.01
3,1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × 後半7〜12R,"b1_aiplus_rank_ge5,outer56_avgdiff_ge010,late_7_12r",202,50,24.75,1.472,130,35,26.92,8202,60.4,74.75,26.24,56.93,32.0099
5,1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が5/6号艇,"b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_56",170,44,25.88,1.539,105,26,24.76,8269,57.65,79.41,22.35,55.29,32.0095
5,1号艇AI+順位5位以下 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × 前半1〜6R × 1〜3R,"b1_aiplus_rank_ge5,b1_nige_lt40,outer56_ai_pred_ge12,front_1_6r,round_1_3",382,91,23.82,1.417,154,42,27.27,7162,62.83,79.84,17.28,57.59,32.0082
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が5/6号艇,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_56",163,43,26.38,1.569,100,25,25.0,8428,58.9,78.53,22.7,54.6,32.003
3,1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上,"b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge010",348,87,25.0,1.487,215,51,23.72,8509,60.34,82.18,27.87,57.18,31.9932
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_ai_pred_lt30,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",517,120,23.21,1.38,304,72,23.68,8292,49.9,82.98,23.6,58.8,31.9676
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × 5/6号艇に展示1位 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_ai_pred_ge12,outer56_tenji_top1,rank6_avgdiff_ge014,front_1_6r",252,60,23.81,1.416,152,40,26.32,9538,51.98,80.16,26.19,60.71,31.9647
5,1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 風または波5以上 × 前半1〜6R,"b1_loss_ge45,outer56_isshu_top2,outer56_ai_pred_ge12,wind_wave_ge5,front_1_6r",230,59,25.65,1.525,141,34,24.11,8145,40.43,84.35,16.96,53.48,31.9577
5,1号艇AI予測25%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_ai_pred_lt25,outer56_avgdiff_ge010,outer56_aiplus_ge110,rank5_avgdiff_ge010,front_1_6r",390,92,23.59,1.403,246,60,24.39,8144,57.18,83.59,19.49,55.9,31.9554
5,1号艇AI+順位5位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",262,61,23.28,1.385,86,23,26.74,7245,69.47,83.21,24.05,63.74,31.9521
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank5_tenji_top2,rank6_boat_36",185,52,28.11,1.672,113,27,23.89,9608,45.95,85.95,27.57,56.22,31.925
7,1号艇逃げ率45%未満 × 1号艇展示4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇 × 前半1〜6R,"b1_nige_lt45,b1_tenji_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_56,front_1_6r",172,48,27.91,1.66,112,28,25.0,9288,40.7,80.23,27.91,50.0,31.9233
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_56",426,100,23.47,1.396,244,60,24.59,7838,49.06,82.39,23.47,57.28,31.9196
5,1号艇逃げ失敗40%以上 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内,"b1_loss_ge40,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2",264,63,23.86,1.419,101,30,29.7,7593,53.41,81.44,19.7,57.58,31.9044
7,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇 × 前半1〜6R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,rank6_tenji_top2,rank6_boat_56,front_1_6r",243,57,23.46,1.395,134,32,23.88,7899,49.38,83.54,22.22,61.32,31.9038
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × AI+最下位が展示2位以内,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,rank6_tenji_top2",580,132,22.76,1.353,345,88,25.51,8171,49.48,85.52,23.28,60.0,31.8991
7,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × AI+最下位が5/6号艇 × 前半1〜6R,"b1_loss_ge40,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014,rank6_boat_56,front_1_6r",161,43,26.71,1.588,102,26,25.49,8714,37.89,77.02,26.71,49.07,31.8958
3,1号艇平均との差-0.05以下 × 5/6号艇AI予測最大12%以上 × 会場:宮島,"b1_avgdiff_le_m005,outer56_ai_pred_ge12,venue_宮島",174,44,25.29,1.504,103,29,28.16,7512,39.66,78.74,20.69,47.13,31.8945
3,1号艇平均との差-0.05以下 × 5/6号艇に展示2位以内 × 会場:芦屋,"b1_avgdiff_le_m005,outer56_tenji_top2,venue_芦屋",287,76,26.48,1.575,159,42,26.42,10238,26.48,66.2,20.91,36.93,31.8922
5,1号艇逃げ失敗40%以上 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_36",235,63,26.81,1.594,131,32,24.43,8174,41.7,79.57,25.53,53.19,31.8827
5,1号艇逃げ率45%未満 × 1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × 1〜3R × 会場:若松,"b1_nige_lt45,b1_loss_ge45,outer56_ai_pred_ge12,round_1_3,venue_若松",259,64,24.71,1.469,94,23,24.47,9012,37.84,78.38,18.53,52.9,31.8755
5,1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × 5/6号艇に展示1位 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_ai_pred_ge12,outer56_tenji_top1,rank6_avgdiff_ge014,rank6_boat_36",189,45,23.81,1.416,115,28,24.35,8820,53.44,79.89,23.28,62.43,31.8696
5,1号艇逃げ率45%未満 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が5/6号艇,"b1_nige_lt45,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_56",295,74,25.08,1.492,169,41,24.26,9058,41.69,76.95,23.05,55.59,31.8649
5,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_nige_lt40,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,rank6_boat_36",808,193,23.89,1.42,261,67,25.67,8329,37.5,77.1,20.05,50.5,31.8376
3,1号艇AI予測30%未満 × AI+5位が展示2位以内 × 会場:若松,"b1_ai_pred_lt30,rank5_tenji_top2,venue_若松",254,63,24.8,1.475,89,26,29.21,9706,50.79,72.44,21.65,54.33,31.836
5,1号艇AI+順位5位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",254,59,23.23,1.381,85,23,27.06,7234,70.47,82.68,22.83,63.78,31.836
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_avgdiff_ge010,rank5_avgdiff_ge010,front_1_6r",195,47,24.1,1.433,136,33,24.26,8123,66.15,80.0,17.95,57.95,31.8353
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × 前半1〜6R × 1〜3R,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_ai_pred_ge12,front_1_6r,round_1_3",385,91,23.64,1.406,155,42,27.1,7129,62.86,80.0,17.14,57.4,31.8258
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_56",161,39,24.22,1.441,53,13,24.53,8147,68.32,80.75,21.12,60.25,31.8218
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",190,48,25.26,1.502,63,15,23.81,8304,65.79,82.11,24.74,59.47,31.8136
3,1号艇展示5位以下 × 5/6号艇AI+最大110以上 × 会場:若松,"b1_tenji_ge5,outer56_aiplus_ge110,venue_若松",352,87,24.72,1.47,113,30,26.55,8493,34.09,77.27,19.6,47.16,31.8017
5,1号艇逃げ失敗40%以上 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_loss_ge40,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",801,190,23.72,1.411,466,110,23.61,8571,38.2,79.9,20.6,50.81,31.7992
5,1号艇逃げ失敗40%以上 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 風または波5以上,"b1_loss_ge40,b1_tenji_ge5,outer56_ai_pred_ge12,rank5_tenji_top2,wind_wave_ge5",264,72,27.27,1.622,95,23,24.21,9091,39.02,82.58,17.05,50.76,31.7967
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × 風または波5以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_avgdiff_ge010,outer56_aiplus_ge110,wind_wave_ge5,front_1_6r",299,74,24.75,1.472,189,44,23.28,8038,47.49,83.28,18.39,60.54,31.7965
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × 1〜3R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_aiplus_ge110,rank5_avgdiff_ge010,round_1_3",180,44,24.44,1.454,109,27,24.77,8528,52.78,80.0,18.89,53.89,31.7936
5,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × 1〜3R × 会場:若松,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,round_1_3,venue_若松",332,80,24.1,1.433,120,30,25.0,9453,37.65,79.52,19.58,53.01,31.787
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内,"b1_nige_lt45,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2",496,116,23.39,1.391,173,51,29.48,8465,50.4,80.85,20.56,56.85,31.787
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",637,146,22.92,1.363,228,55,24.12,7969,58.24,80.85,19.15,60.13,31.766
5,1号艇AI予測25%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI+最大110以上 × 風または波5以上 × 前半1〜6R,"b1_ai_pred_lt25,outer56_isshu_top2,outer56_aiplus_ge110,wind_wave_ge5,front_1_6r",170,44,25.88,1.539,102,24,23.53,8862,56.47,84.71,20.0,62.35,31.7652
7,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_nige_lt45,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,rank6_boat_36,front_1_6r",332,79,23.8,1.415,106,30,28.3,8409,50.0,79.52,19.88,56.33,31.7508
3,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2",2653,585,22.05,1.311,904,222,24.56,8098,50.77,81.08,21.52,57.29,31.7409
3,1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_aiplus_rank_ge5,outer56_ai_pred_ge12,front_1_6r",904,206,22.79,1.355,349,80,22.92,7537,63.94,81.86,21.13,57.19,31.7378
5,1号艇AI予測25%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_36",299,70,23.41,1.392,184,43,23.37,8350,52.51,80.94,24.75,60.87,31.7252
5,1号艇逃げ率45%未満 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_36",347,90,25.94,1.542,201,48,23.88,9146,41.5,80.69,24.78,53.31,31.7217
3,1号艇平均との差-0.05以下 × 5/6号艇に展示1位 × 会場:鳴門,"b1_avgdiff_le_m005,outer56_tenji_top1,venue_鳴門",207,54,26.09,1.551,103,30,29.13,8374,32.85,63.29,19.32,47.83,31.7166
3,1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内,"b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_tenji_top2",845,190,22.49,1.337,307,75,24.43,7720,59.76,81.54,21.42,61.54,31.7079
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014,rank6_boat_36",321,83,25.86,1.538,190,46,24.21,8482,41.12,80.37,26.17,49.84,31.6913
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_boat_36",204,49,24.02,1.428,134,33,24.63,8699,60.78,83.33,20.59,53.43,31.6908
5,1号艇逃げ率45%未満 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",427,111,26.0,1.546,243,58,23.87,8917,41.45,78.69,23.65,53.16,31.6898
5,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × 1〜3R,"b1_ai_pred_lt30,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge014,round_1_3",173,41,23.7,1.409,114,34,29.82,9105,55.49,83.82,28.32,59.54,31.6891
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,outer56_ai_pred_ge12,front_1_6r",211,50,23.7,1.409,136,35,25.74,8259,66.35,84.83,17.54,55.45,31.6742
5,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_loss_ge45,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,rank6_boat_36",462,112,24.24,1.442,155,45,29.03,8526,40.91,75.76,21.43,50.43,31.6692
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R × 1〜3R × 会場:若松,"b1_loss_ge40,outer56_ai_pred_ge12,front_1_6r,round_1_3,venue_若松",365,87,23.84,1.417,128,33,25.78,9368,36.44,78.9,19.45,54.52,31.6675
5,1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_aiplus_rank_ge5,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_boat_36,front_1_6r",173,42,24.28,1.444,110,31,28.18,8214,63.01,82.08,19.08,53.76,31.6659
3,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × 1〜3R,"b1_loss_ge40,outer56_ai_pred_ge12,round_1_3",5022,1126,22.42,1.333,1672,376,22.49,8219,38.31,77.38,17.8,49.52,31.6651
3,1号艇平均との差0以下 × 5/6号艇に1周2位以内 × 会場:鳴門,"b1_avgdiff_le0,outer56_isshu_top2,venue_鳴門",540,137,25.37,1.509,303,83,27.39,9192,29.81,64.81,19.44,45.56,31.6464
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 1〜3R,"b1_ai_pred_lt30,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,round_1_3",240,57,23.75,1.412,138,38,27.54,8405,50.83,82.08,27.92,55.83,31.6328
3,1号艇AI予測25%未満 × 5/6号艇AI+最大110以上 × 会場:若松,"b1_ai_pred_lt25,outer56_aiplus_ge110,venue_若松",181,43,23.76,1.413,60,15,25.0,8263,58.01,83.43,27.07,56.91,31.6255
3,1号艇AI+順位5位以下 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上,"b1_aiplus_rank_ge5,outer56_aiplus_ge110,rank6_avgdiff_ge010",173,42,24.28,1.444,105,26,24.76,8149,58.96,80.35,33.53,54.91,31.6197
5,1号艇AI+順位4位以下 × 5/6号艇に1周2位以内 × 5/6号艇AI+最大110以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_aiplus_rank_ge4,outer56_isshu_top2,outer56_aiplus_ge110,rank5_tenji_top2,front_1_6r",177,42,23.73,1.411,116,28,24.14,9401,54.8,86.44,15.82,54.8,31.6165
